,,,,,,,,,,
编号,名称,类型,属性,HP,攻击,防御,特攻,特防,速度,图片链接
127,Mega Pinsir,Bug,Flying,65,155,120,65,90,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/pinsir-mega.png
130,Mega Gyarados,Water,Dark,95,155,109,70,130,81,https://img.pokemondb.net/sprites/scarlet-violet/icon/gyarados-mega.png
142,Mega Aerodactyl,Rock,Flying,80,135,85,70,95,150,https://img.pokemondb.net/sprites/scarlet-violet/icon/aerodactyl-mega.png
150,Mega Mewtwo X,Psychic,Fighting,106,190,100,154,100,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-x.png
150,Mega Mewtwo Y,Psychic, ,106,150,70,194,120,140,https://img.pokemondb.net/sprites/scarlet-violet/icon/mewtwo-mega-y.png
181,Mega Ampharos,Electric,Dragon,90,95,105,165,110,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/ampharos-mega.png
208,Mega Steelix,Steel,Ground,75,125,230,55,95,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/steelix-mega.png
212,Mega Scizor,Bug,Steel,70,150,140,65,100,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/scizor-mega.png
214,Mega Heracross,Bug,Fighting,80,185,115,40,105,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/heracross-mega.png
229,Mega Houndoom,Dark,Fire,75,90,90,140,90,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom-mega.png
248,Mega Tyranitar,Rock,Dark,100,164,150,95,120,71,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyranitar-mega.png
254,Mega Sceptile,Grass,Dragon,70,110,75,145,85,145,https://img.pokemondb.net/sprites/scarlet-violet/icon/sceptile-mega.png
257,Mega Blaziken,Fire,Fighting,80,160,80,130,80,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/blaziken-mega.png
260,Mega Swampert,Water,Ground,100,150,110,95,110,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/swampert-mega.png
282,Mega Gardevoir,Psychic,Fairy,68,85,65,165,135,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/gardevoir-mega.png
302,Mega Sableye,Dark,Ghost,50,85,125,85,115,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/sableye-mega.png
303,Mega Mawile,Steel,Fairy,50,105,125,55,95,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/mawile-mega.png
306,Mega Aggron,Steel, ,70,140,230,60,80,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/aggron-mega.png
308,Mega Medicham,Fighting,Psychic,60,100,85,80,85,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/medicham-mega.png
310,Mega Manectric,Electric, ,70,75,80,135,80,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/manectric-mega.png
319,Mega Sharpedo,Water,Dark,70,140,70,110,65,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/sharpedo-mega.png
323,Mega Camerupt,Fire,Ground,70,120,100,145,105,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/camerupt-mega.png
334,Mega Altaria,Dragon,Fairy,75,110,110,110,105,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/altaria-mega.png
354,Mega Banette,Ghost, ,64,165,75,93,83,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/banette-mega.png
359,Mega Absol,Dark, ,65,150,60,115,60,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/absol-mega.png
362,Mega Glalie,Ice, ,80,120,80,120,80,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/glalie-mega.png
373,Mega Salamence,Dragon,Flying,95,145,130,120,90,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/salamence-mega.png
376,Mega Metagross,Steel,Psychic,80,145,150,105,110,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross-mega.png
380,Mega Latias,Dragon,Psychic,80,100,120,140,150,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/latias-mega.png
381,Mega Latios,Dragon,Psychic,80,130,100,160,120,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/latios-mega.png
382,Primal Kyogre,Water, ,100,150,90,180,160,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyogre-primal.png
383,Primal Groudon,Ground,Fire,100,180,160,150,90,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/groudon-primal.png
384,Mega Rayquaza,Dragon,Flying,105,180,100,180,100,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/rayquaza-mega.png
428,Mega Lopunny,Normal,Fighting,65,136,94,54,96,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/lopunny-mega.png
445,Mega Garchomp,Dragon,Ground,108,170,115,120,95,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/garchomp-mega.png
448,Mega Lucario,Fighting,Steel,70,145,88,140,70,112,https://img.pokemondb.net/sprites/scarlet-violet/icon/lucario-mega.png
460,Mega Abomasnow,Grass,Ice,90,132,105,132,105,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/abomasnow-mega.png
475,Mega Gallade,Psychic,Fighting,68,165,95,65,115,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/gallade-mega.png
531,Mega Audino,Normal,Fairy,103,60,126,80,126,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/audino-mega.png
650,Chespin,Grass, ,56,61,65,48,45,38,https://img.pokemondb.net/sprites/scarlet-violet/icon/chespin.png
651,Quilladin,Grass, ,61,78,95,56,58,57,https://img.pokemondb.net/sprites/scarlet-violet/icon/quilladin.png
652,Chesnaught,Grass,Fighting,88,107,122,74,75,64,https://img.pokemondb.net/sprites/scarlet-violet/icon/chesnaught.png
653,Fennekin,Fire, ,40,45,40,62,60,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/fennekin.png
654,Braixen,Fire, ,59,59,58,90,70,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/braixen.png
655,Delphox,Fire,Psychic,75,69,72,114,100,104,https://img.pokemondb.net/sprites/scarlet-violet/icon/delphox.png
656,Froakie,Water, ,41,56,40,62,44,71,https://img.pokemondb.net/sprites/scarlet-violet/icon/froakie.png
657,Frogadier,Water, ,54,63,52,83,56,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/frogadier.png
658,Greninja,Water,Dark,72,95,67,103,71,122,https://img.pokemondb.net/sprites/scarlet-violet/icon/greninja.png
659,Bunnelby,Normal, ,38,36,38,32,36,57,https://img.pokemondb.net/sprites/scarlet-violet/icon/bunnelby.png
660,Diggersby,Normal,Ground,85,56,77,50,77,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/diggersby.png
661,Fletchling,Normal,Flying,45,50,43,40,38,62,https://img.pokemondb.net/sprites/scarlet-violet/icon/fletchling.png
662,Fletchinder,Fire,Flying,62,73,55,56,52,84,https://img.pokemondb.net/sprites/scarlet-violet/icon/fletchinder.png
663,Talonflame,Fire,Flying,78,81,71,74,69,126,https://img.pokemondb.net/sprites/scarlet-violet/icon/talonflame.png
664,Scatterbug,Bug, ,38,35,40,27,25,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/scatterbug.png
665,Spewpa,Bug, ,45,22,60,27,30,29,https://img.pokemondb.net/sprites/scarlet-violet/icon/spewpa.png
666,Vivillon,Bug,Flying,80,52,50,90,50,89,https://img.pokemondb.net/sprites/scarlet-violet/icon/vivillon.png
667,Litleo,Fire,Normal,62,50,58,73,54,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/litleo.png
668,Pyroar,Fire,Normal,86,68,72,109,66,106,https://img.pokemondb.net/sprites/scarlet-violet/icon/pyroar.png
669,Flabébé,Fairy, ,44,38,39,61,79,42,https://img.pokemondb.net/sprites/scarlet-violet/icon/flabebe.png
670,Floette,Fairy, ,54,45,47,75,98,52,https://img.pokemondb.net/sprites/scarlet-violet/icon/floette.png
671,Florges,Fairy, ,78,65,68,112,154,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/florges.png
672,Skiddo,Grass, ,66,65,48,62,57,52,https://img.pokemondb.net/sprites/scarlet-violet/icon/skiddo.png
673,Gogoat,Grass, ,123,100,62,97,81,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/gogoat.png
674,Pancham,Fighting, ,67,82,62,46,48,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/pancham.png
675,Pangoro,Fighting,Dark,95,124,78,69,71,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/pangoro.png
676,Furfrou,Normal, ,75,80,60,65,90,102,https://img.pokemondb.net/sprites/scarlet-violet/icon/furfrou.png
677,Espurr,Psychic, ,62,48,54,63,60,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/espurr.png
678,Male,Psychic, ,74,48,76,83,81,104,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowstic-male.png
678,Female,Psychic, ,74,48,76,83,81,104,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowstic-female.png
679,Honedge,Steel,Ghost,45,80,100,35,37,28,https://img.pokemondb.net/sprites/scarlet-violet/icon/honedge.png
680,Doublade,Steel,Ghost,59,110,150,45,49,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/doublade.png
681,Shield Forme,Steel,Ghost,60,50,140,50,140,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/aegislash-shield-forme.png
681,Blade Forme,Steel,Ghost,60,140,50,140,50,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/aegislash-blade-forme.png
682,Spritzee,Fairy, ,78,52,60,63,65,23,https://img.pokemondb.net/sprites/scarlet-violet/icon/spritzee.png
683,Aromatisse,Fairy, ,101,72,72,99,89,29,https://img.pokemondb.net/sprites/scarlet-violet/icon/aromatisse.png
684,Swirlix,Fairy, ,62,48,66,59,57,49,https://img.pokemondb.net/sprites/scarlet-violet/icon/swirlix.png
685,Slurpuff,Fairy, ,82,80,86,85,75,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/slurpuff.png
686,Inkay,Dark,Psychic,53,54,53,37,46,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/inkay.png
687,Malamar,Dark,Psychic,86,92,88,68,75,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/malamar.png
688,Binacle,Rock,Water,42,52,67,39,56,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/binacle.png
689,Barbaracle,Rock,Water,72,105,115,54,86,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/barbaracle.png
690,Skrelp,Poison,Water,50,60,60,60,60,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/skrelp.png
691,Dragalge,Poison,Dragon,65,75,90,97,123,44,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragalge.png
692,Clauncher,Water, ,50,53,62,58,63,44,https://img.pokemondb.net/sprites/scarlet-violet/icon/clauncher.png
693,Clawitzer,Water, ,71,73,88,120,89,59,https://img.pokemondb.net/sprites/scarlet-violet/icon/clawitzer.png
694,Helioptile,Electric,Normal,44,38,33,61,43,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/helioptile.png
695,Heliolisk,Electric,Normal,62,55,52,109,94,109,https://img.pokemondb.net/sprites/scarlet-violet/icon/heliolisk.png
696,Tyrunt,Rock,Dragon,58,89,77,45,45,48,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrunt.png
697,Tyrantrum,Rock,Dragon,82,121,119,69,59,71,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrantrum.png
698,Amaura,Rock,Ice,77,59,50,67,63,46,https://img.pokemondb.net/sprites/scarlet-violet/icon/amaura.png
699,Aurorus,Rock,Ice,123,77,72,99,92,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/aurorus.png
700,Sylveon,Fairy, ,95,65,65,110,130,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/sylveon.png
701,Hawlucha,Fighting,Flying,78,92,75,74,63,118,https://img.pokemondb.net/sprites/scarlet-violet/icon/hawlucha.png
702,Dedenne,Electric,Fairy,67,58,57,81,67,101,https://img.pokemondb.net/sprites/scarlet-violet/icon/dedenne.png
703,Carbink,Rock,Fairy,50,50,150,50,150,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/carbink.png
704,Goomy,Dragon, ,45,50,35,55,75,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/goomy.png
705,Sliggoo,Dragon, ,68,75,53,83,113,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo.png
706,Goodra,Dragon, ,90,100,70,110,150,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra.png
707,Klefki,Steel,Fairy,57,80,91,80,87,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/klefki.png
708,Phantump,Ghost,Grass,43,70,48,50,60,38,https://img.pokemondb.net/sprites/scarlet-violet/icon/phantump.png
709,Trevenant,Ghost,Grass,85,110,76,65,82,56,https://img.pokemondb.net/sprites/scarlet-violet/icon/trevenant.png
710,Average Size,Ghost,Grass,49,66,70,44,55,51,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-average-size.png
710,Small Size,Ghost,Grass,44,66,70,44,55,56,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-small-size.png
710,Large Size,Ghost,Grass,54,66,70,44,55,46,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-large-size.png
710,Super Size,Ghost,Grass,59,66,70,44,55,41,https://img.pokemondb.net/sprites/scarlet-violet/icon/pumpkaboo-super-size.png
711,Average Size,Ghost,Grass,65,90,122,58,75,84,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-average-size.png
711,Small Size,Ghost,Grass,55,85,122,58,75,99,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-small-size.png
711,Large Size,Ghost,Grass,75,95,122,58,75,69,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-large-size.png
711,Super Size,Ghost,Grass,85,100,122,58,75,54,https://img.pokemondb.net/sprites/scarlet-violet/icon/gourgeist-super-size.png
712,Bergmite,Ice, ,55,69,85,32,35,28,https://img.pokemondb.net/sprites/scarlet-violet/icon/bergmite.png
713,Avalugg,Ice, ,95,117,184,44,46,28,https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg.png
714,Noibat,Flying,Dragon,40,30,35,45,40,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/noibat.png
715,Noivern,Flying,Dragon,85,70,80,97,80,123,https://img.pokemondb.net/sprites/scarlet-violet/icon/noivern.png
716,Xerneas,Fairy, ,126,131,95,131,98,99,https://img.pokemondb.net/sprites/scarlet-violet/icon/xerneas.png
717,Yveltal,Dark,Flying,126,131,95,131,98,99,https://img.pokemondb.net/sprites/scarlet-violet/icon/yveltal.png
718,Zygarde50% Forme,Dragon,Ground,108,100,121,81,95,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde50-forme.png
719,Diancie,Rock,Fairy,50,100,150,100,150,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/diancie.png
719,Mega Diancie,Rock,Fairy,50,160,110,160,110,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/diancie-mega.png
720,Hoopa Confined,Psychic,Ghost,80,110,60,150,130,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoopa-confined.png
720,Hoopa Unbound,Psychic,Dark,80,160,60,170,130,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/hoopa-unbound.png
721,Volcanion,Fire,Water,80,110,120,130,90,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/volcanion.png
19,Alolan Rattata,Dark,Normal,30,56,35,25,35,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/rattata-alolan.png
20,Alolan Raticate,Dark,Normal,75,71,70,40,80,77,https://img.pokemondb.net/sprites/scarlet-violet/icon/raticate-alolan.png
25,Partner Pikachu,Electric, ,45,80,50,75,60,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/pikachu-partner.png
26,Alolan Raichu,Electric,Psychic,60,85,50,95,85,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu-alolan.png
27,Alolan Sandshrew,Ice,Steel,50,75,90,10,35,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandshrew-alolan.png
28,Alolan Sandslash,Ice,Steel,75,100,120,25,65,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandslash-alolan.png
37,Alolan Vulpix,Ice, ,38,41,40,50,65,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/vulpix-alolan.png
38,Alolan Ninetales,Ice,Fairy,73,67,75,81,100,109,https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales-alolan.png
50,Alolan Diglett,Ground,Steel,10,55,30,35,45,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/diglett-alolan.png
51,Alolan Dugtrio,Ground,Steel,35,100,60,50,70,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/dugtrio-alolan.png
52,Alolan Meowth,Dark, ,40,35,35,50,40,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth-alolan.png
53,Alolan Persian,Dark, ,65,60,60,75,65,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/persian-alolan.png
74,Alolan Geodude,Rock,Electric,40,80,100,30,30,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude-alolan.png
75,Alolan Graveler,Rock,Electric,55,95,115,45,45,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler-alolan.png
76,Alolan Golem,Rock,Electric,80,120,130,55,65,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/golem-alolan.png
88,Alolan Grimer,Poison,Dark,80,80,50,40,50,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/grimer-alolan.png
89,Alolan Muk,Poison,Dark,105,105,75,65,100,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/muk-alolan.png
103,Alolan Exeggutor,Grass,Dragon,95,105,85,125,75,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggutor-alolan.png
105,Alolan Marowak,Fire,Ghost,60,80,110,50,80,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/marowak-alolan.png
133,Partner Eevee,Normal, ,65,75,70,65,85,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/eevee-partner.png
658,Ash-Greninja,Water,Dark,72,145,67,153,71,132,https://img.pokemondb.net/sprites/scarlet-violet/icon/greninja-ash.png
718,Zygarde10% Forme,Dragon,Ground,54,100,71,61,85,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde10-forme.png
718,Complete Forme,Dragon,Ground,216,100,121,91,95,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/zygarde-complete-forme.png
722,Rowlet,Grass,Flying,68,55,55,50,50,42,https://img.pokemondb.net/sprites/scarlet-violet/icon/rowlet.png
723,Dartrix,Grass,Flying,78,75,75,70,70,52,https://img.pokemondb.net/sprites/scarlet-violet/icon/dartrix.png
724,Decidueye,Grass,Ghost,78,107,75,100,100,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye.png
725,Litten,Fire, ,45,65,40,60,40,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/litten.png
726,Torracat,Fire, ,65,85,50,80,50,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/torracat.png
727,Incineroar,Fire,Dark,95,115,90,80,90,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/incineroar.png
728,Popplio,Water, ,50,54,54,66,56,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/popplio.png
729,Brionne,Water, ,60,69,69,91,81,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/brionne.png
730,Primarina,Water,Fairy,80,74,74,126,116,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/primarina.png
731,Pikipek,Normal,Flying,35,75,30,30,30,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/pikipek.png
732,Trumbeak,Normal,Flying,55,85,50,40,50,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/trumbeak.png
733,Toucannon,Normal,Flying,80,120,75,75,75,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/toucannon.png
734,Yungoos,Normal, ,48,70,30,30,30,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/yungoos.png
735,Gumshoos,Normal, ,88,110,60,55,60,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/gumshoos.png
736,Grubbin,Bug, ,47,62,45,55,45,46,https://img.pokemondb.net/sprites/scarlet-violet/icon/grubbin.png
737,Charjabug,Bug,Electric,57,82,95,55,75,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/charjabug.png
738,Vikavolt,Bug,Electric,77,70,90,145,75,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/vikavolt.png
739,Crabrawler,Fighting, ,47,82,57,42,47,63,https://img.pokemondb.net/sprites/scarlet-violet/icon/crabrawler.png
740,Crabominable,Fighting,Ice,97,132,77,62,67,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/crabominable.png
741,Baile Style,Fire,Flying,75,70,70,98,70,93,https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-baile-style.png
741,Pom-Pom Style,Electric,Flying,75,70,70,98,70,93,https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-pom-pom-style.png
741,Pa'u Style,Psychic,Flying,75,70,70,98,70,93,https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-pa-u-style.png
741,Sensu Style,Ghost,Flying,75,70,70,98,70,93,https://img.pokemondb.net/sprites/scarlet-violet/icon/oricorio-sensu-style.png
742,Cutiefly,Bug,Fairy,40,45,40,55,40,84,https://img.pokemondb.net/sprites/scarlet-violet/icon/cutiefly.png
743,Ribombee,Bug,Fairy,60,55,60,95,70,124,https://img.pokemondb.net/sprites/scarlet-violet/icon/ribombee.png
744,Rockruff,Rock, ,45,65,40,30,40,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/rockruff.png
744,Own Tempo Rockruff,Rock, ,45,65,40,30,40,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/rockruff-own-tempo.png
745,Midday Form,Rock, ,75,115,65,55,65,112,https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-midday-form.png
745,Midnight Form,Rock, ,85,115,75,55,75,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-midnight-form.png
745,Dusk Form,Rock, ,75,117,65,55,65,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/lycanroc-dusk-form.png
746,Solo Form,Water, ,45,20,20,25,25,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/wishiwashi-solo-form.png
746,School Form,Water, ,45,140,130,140,135,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/wishiwashi-school-form.png
747,Mareanie,Poison,Water,50,53,62,43,52,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/mareanie.png
748,Toxapex,Poison,Water,50,63,152,53,142,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/toxapex.png
749,Mudbray,Ground, ,70,100,70,45,55,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/mudbray.png
750,Mudsdale,Ground, ,100,125,100,55,85,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/mudsdale.png
751,Dewpider,Water,Bug,38,40,52,40,72,27,https://img.pokemondb.net/sprites/scarlet-violet/icon/dewpider.png
752,Araquanid,Water,Bug,68,70,92,50,132,42,https://img.pokemondb.net/sprites/scarlet-violet/icon/araquanid.png
753,Fomantis,Grass, ,40,55,35,50,35,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/fomantis.png
754,Lurantis,Grass, ,70,105,90,80,90,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/lurantis.png
755,Morelull,Grass,Fairy,40,35,55,65,75,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/morelull.png
756,Shiinotic,Grass,Fairy,60,45,80,90,100,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/shiinotic.png
757,Salandit,Poison,Fire,48,44,40,71,40,77,https://img.pokemondb.net/sprites/scarlet-violet/icon/salandit.png
758,Salazzle,Poison,Fire,68,64,60,111,60,117,https://img.pokemondb.net/sprites/scarlet-violet/icon/salazzle.png
759,Stufful,Normal,Fighting,70,75,50,45,50,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/stufful.png
760,Bewear,Normal,Fighting,120,125,80,55,60,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/bewear.png
761,Bounsweet,Grass, ,42,30,38,30,38,32,https://img.pokemondb.net/sprites/scarlet-violet/icon/bounsweet.png
762,Steenee,Grass, ,52,40,48,40,48,62,https://img.pokemondb.net/sprites/scarlet-violet/icon/steenee.png
763,Tsareena,Grass, ,72,120,98,50,98,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/tsareena.png
764,Comfey,Fairy, ,51,52,90,82,110,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/comfey.png
765,Oranguru,Normal,Psychic,90,60,80,90,110,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/oranguru.png
766,Passimian,Fighting, ,100,120,90,40,60,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/passimian.png
767,Wimpod,Bug,Water,25,35,40,20,30,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/wimpod.png
768,Golisopod,Bug,Water,75,125,140,60,90,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/golisopod.png
769,Sandygast,Ghost,Ground,55,55,80,70,45,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandygast.png
770,Palossand,Ghost,Ground,85,75,110,100,75,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/palossand.png
771,Pyukumuku,Water, ,55,60,130,30,130,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/pyukumuku.png
772,Type: Null,Normal, ,95,95,95,95,95,59,https://img.pokemondb.net/sprites/scarlet-violet/icon/type-null.png
773,Silvally,Normal, ,95,95,95,95,95,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/silvally.png
774,Meteor Form,Rock,Flying,60,60,100,60,100,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/minior-meteor-form.png
774,Core Form,Rock,Flying,60,100,60,100,60,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/minior-core-form.png
775,Komala,Normal, ,65,115,65,75,95,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/komala.png
776,Turtonator,Fire,Dragon,60,78,135,91,85,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/turtonator.png
777,Togedemaru,Electric,Steel,65,98,63,40,73,96,https://img.pokemondb.net/sprites/scarlet-violet/icon/togedemaru.png
778,Mimikyu,Ghost,Fairy,55,90,80,50,105,96,https://img.pokemondb.net/sprites/scarlet-violet/icon/mimikyu.png
779,Bruxish,Water,Psychic,68,105,70,70,70,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/bruxish.png
780,Drampa,Normal,Dragon,78,60,85,135,91,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/drampa.png
781,Dhelmise,Ghost,Grass,70,131,100,86,90,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/dhelmise.png
782,Jangmo-o,Dragon, ,45,55,65,45,45,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/jangmo-o.png
783,Hakamo-o,Dragon,Fighting,55,75,90,65,70,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/hakamo-o.png
784,Kommo-o,Dragon,Fighting,75,110,125,100,105,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/kommo-o.png
785,Tapu Koko,Electric,Fairy,70,115,85,95,75,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-koko.png
786,Tapu Lele,Psychic,Fairy,70,85,75,130,115,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-lele.png
