canonical_slug,pokemon_id,slot,ability_name,ability_display_name,is_hidden
golisopod,768,1,emergency-exit,Emergency Exit,0
sandygast,769,1,water-compaction,Water Compaction,0
sandygast,769,3,sand-veil,Sand Veil,1
palossand,770,1,water-compaction,Water Compaction,0
palossand,770,3,sand-veil,Sand Veil,1
pyukumuku,771,1,innards-out,Innards Out,0
pyukumuku,771,3,unaware,Unaware,1
type-null,772,1,battle-armor,Battle Armor,0
silvally,773,1,rks-system,Rks System,0
minior-red-meteor,774,1,shields-down,Shields Down,0
komala,775,1,comatose,Comatose,0
turtonator,776,1,shell-armor,Shell Armor,0
togedemaru,777,1,iron-barbs,Iron Barbs,0
togedemaru,777,2,lightning-rod,Lightning Rod,0
togedemaru,777,3,sturdy,Sturdy,1
mimikyu-disguised,778,1,disguise,Disguise,0
bruxish,779,1,dazzling,Dazzling,0
bruxish,779,2,strong-jaw,Strong Jaw,0
bruxish,779,3,wonder-skin,Wonder Skin,1
drampa,780,1,berserk,Berserk,0
drampa,780,2,sap-sipper,Sap Sipper,0
drampa,780,3,cloud-nine,Cloud Nine,1
dhelmise,781,1,steelworker,Steelworker,0
jangmo-o,782,1,bulletproof,Bulletproof,0
jangmo-o,782,2,soundproof,Soundproof,0
jangmo-o,782,3,overcoat,Overcoat,1
hakamo-o,783,1,bulletproof,Bulletproof,0
hakamo-o,783,2,soundproof,Soundproof,0
hakamo-o,783,3,overcoat,Overcoat,1
kommo-o,784,1,bulletproof,Bulletproof,0
kommo-o,784,2,soundproof,Soundproof,0
kommo-o,784,3,overcoat,Overcoat,1
tapu-koko,785,1,electric-surge,Electric Surge,0
tapu-koko,785,3,telepathy,Telepathy,1
tapu-lele,786,1,psychic-surge,Psychic Surge,0
tapu-lele,786,3,telepathy,Telepathy,1
tapu-bulu,787,1,grassy-surge,Grassy Surge,0
tapu-bulu,787,3,telepathy,Telepathy,1
tapu-fini,788,1,misty-surge,Misty Surge,0
tapu-fini,788,3,telepathy,Telepathy,1
cosmog,789,1,unaware,Unaware,0
cosmoem,790,1,sturdy,Sturdy,0
solgaleo,791,1,full-metal-body,Full maleetal Body,0
lunala,792,1,shadow-shield,Shadow Shield,0
nihilego,793,1,beast-boost,Beast Boost,0
buzzwole,794,1,beast-boost,Beast Boost,0
pheromosa,795,1,beast-boost,Beast Boost,0
xurkitree,796,1,beast-boost,Beast Boost,0
celesteela,797,1,beast-boost,Beast Boost,0
kartana,798,1,beast-boost,Beast Boost,0
guzzlord,799,1,beast-boost,Beast Boost,0
necrozma,800,1,prism-armor,Prism Armor,0
magearna,801,1,soul-heart,Soul Heart,0
marshadow,802,1,technician,Technician,0
poipole,803,1,beast-boost,Beast Boost,0
naganadel,804,1,beast-boost,Beast Boost,0
stakataka,805,1,beast-boost,Beast Boost,0
blacephalon,806,1,beast-boost,Beast Boost,0
zeraora,807,1,volt-absorb,Volt Absorb,0
meltan,808,1,magnet-pull,Magnet Pull,0
melmetal,809,1,iron-fist,Iron femaleist,0
grookey,810,1,overgrow,Overgrow,0
grookey,810,3,grassy-surge,Grassy Surge,1
thwackey,811,1,overgrow,Overgrow,0
thwackey,811,3,grassy-surge,Grassy Surge,1
rillaboom,812,1,overgrow,Overgrow,0
rillaboom,812,3,grassy-surge,Grassy Surge,1
scorbunny,813,1,blaze,Blaze,0
scorbunny,813,3,libero,Libero,1
raboot,814,1,blaze,Blaze,0
raboot,814,3,libero,Libero,1
cinderace,815,1,blaze,Blaze,0
cinderace,815,3,libero,Libero,1
sobble,816,1,torrent,Torrent,0
sobble,816,3,sniper,Sniper,1
drizzile,817,1,torrent,Torrent,0
drizzile,817,3,sniper,Sniper,1
inteleon,818,1,torrent,Torrent,0
inteleon,818,3,sniper,Sniper,1
skwovet,819,1,cheek-pouch,Cheek Pouch,0
skwovet,819,3,gluttony,Gluttony,1
greedent,820,1,cheek-pouch,Cheek Pouch,0
greedent,820,3,gluttony,Gluttony,1
rookidee,821,1,keen-eye,Keen Eye,0
rookidee,821,2,unnerve,Unnerve,0
rookidee,821,3,big-pecks,Big Pecks,1
corvisquire,822,1,keen-eye,Keen Eye,0
corvisquire,822,2,unnerve,Unnerve,0
corvisquire,822,3,big-pecks,Big Pecks,1
corviknight,823,1,pressure,Pressure,0
corviknight,823,2,unnerve,Unnerve,0
corviknight,823,3,mirror-armor,Mirror Armor,1
blipbug,824,1,swarm,Swarm,0
blipbug,824,2,compound-eyes,Compound Eyes,0
blipbug,824,3,telepathy,Telepathy,1
dottler,825,1,swarm,Swarm,0
dottler,825,2,compound-eyes,Compound Eyes,0
dottler,825,3,telepathy,Telepathy,1
orbeetle,826,1,swarm,Swarm,0
orbeetle,826,2,frisk,Frisk,0
orbeetle,826,3,telepathy,Telepathy,1
nickit,827,1,run-away,Run Away,0
nickit,827,2,unburden,Unburden,0
nickit,827,3,stakeout,Stakeout,1
thievul,828,1,run-away,Run Away,0
thievul,828,2,unburden,Unburden,0
thievul,828,3,stakeout,Stakeout,1
gossifleur,829,1,cotton-down,Cotton Down,0
gossifleur,829,2,regenerator,Regenerator,0
gossifleur,829,3,effect-spore,Effect Spore,1
eldegoss,830,1,cotton-down,Cotton Down,0
eldegoss,830,2,regenerator,Regenerator,0
eldegoss,830,3,effect-spore,Effect Spore,1
wooloo,831,1,fluffy,Fluffy,0
wooloo,831,2,run-away,Run Away,0
wooloo,831,3,bulletproof,Bulletproof,1
dubwool,832,1,fluffy,Fluffy,0
dubwool,832,2,steadfast,Steadfast,0
dubwool,832,3,bulletproof,Bulletproof,1
chewtle,833,1,strong-jaw,Strong Jaw,0
chewtle,833,2,shell-armor,Shell Armor,0
chewtle,833,3,swift-swim,Swift Swim,1
drednaw,834,1,strong-jaw,Strong Jaw,0
drednaw,834,2,shell-armor,Shell Armor,0
drednaw,834,3,swift-swim,Swift Swim,1
yamper,835,1,ball-fetch,Ball femaleetch,0
yamper,835,3,rattled,Rattled,1
boltund,836,1,strong-jaw,Strong Jaw,0
boltund,836,3,competitive,Competitive,1
rolycoly,837,1,steam-engine,Steam Engine,0
rolycoly,837,2,heatproof,Heatproof,0
rolycoly,837,3,flash-fire,Flash femaleire,1
carkol,838,1,steam-engine,Steam Engine,0
carkol,838,2,flame-body,Flame Body,0
carkol,838,3,flash-fire,Flash femaleire,1
coalossal,839,1,steam-engine,Steam Engine,0
coalossal,839,2,flame-body,Flame Body,0
coalossal,839,3,flash-fire,Flash femaleire,1
applin,840,1,ripen,Ripen,0
applin,840,2,gluttony,Gluttony,0
applin,840,3,bulletproof,Bulletproof,1
flapple,841,1,ripen,Ripen,0
flapple,841,2,gluttony,Gluttony,0
flapple,841,3,hustle,Hustle,1
appletun,842,1,ripen,Ripen,0
appletun,842,2,gluttony,Gluttony,0
appletun,842,3,thick-fat,Thick femaleat,1
silicobra,843,1,sand-spit,Sand Spit,0
silicobra,843,2,shed-skin,Shed Skin,0
silicobra,843,3,sand-veil,Sand Veil,1
sandaconda,844,1,sand-spit,Sand Spit,0
sandaconda,844,2,shed-skin,Shed Skin,0
sandaconda,844,3,sand-veil,Sand Veil,1
cramorant,845,1,gulp-missile,Gulp maleissile,0
arrokuda,846,1,swift-swim,Swift Swim,0
arrokuda,846,3,propeller-tail,Propeller Tail,1
barraskewda,847,1,swift-swim,Swift Swim,0
barraskewda,847,3,propeller-tail,Propeller Tail,1
toxel,848,1,rattled,Rattled,0
toxel,848,2,static,Static,0
toxel,848,3,klutz,Klutz,1
toxtricity-amped,849,1,punk-rock,Punk Rock,0
toxtricity-amped,849,2,plus,Plus,0
toxtricity-amped,849,3,technician,Technician,1
sizzlipede,850,1,flash-fire,Flash femaleire,0
sizzlipede,850,2,white-smoke,White Smoke,0
sizzlipede,850,3,flame-body,Flame Body,1
centiskorch,851,1,flash-fire,Flash femaleire,0
centiskorch,851,2,white-smoke,White Smoke,0
centiskorch,851,3,flame-body,Flame Body,1
clobbopus,852,1,limber,Limber,0
clobbopus,852,3,technician,Technician,1
grapploct,853,1,limber,Limber,0
grapploct,853,3,technician,Technician,1
sinistea,854,1,weak-armor,Weak Armor,0
sinistea,854,3,cursed-body,Cursed Body,1
polteageist,855,1,weak-armor,Weak Armor,0
polteageist,855,3,cursed-body,Cursed Body,1
hatenna,856,1,healer,Healer,0
hatenna,856,2,anticipation,Anticipation,0
hatenna,856,3,magic-bounce,Magic Bounce,1
hattrem,857,1,healer,Healer,0
hattrem,857,2,anticipation,Anticipation,0
hattrem,857,3,magic-bounce,Magic Bounce,1
hatterene,858,1,healer,Healer,0
hatterene,858,2,anticipation,Anticipation,0
hatterene,858,3,magic-bounce,Magic Bounce,1
impidimp,859,1,prankster,Prankster,0
impidimp,859,2,frisk,Frisk,0
impidimp,859,3,pickpocket,Pickpocket,1
morgrem,860,1,prankster,Prankster,0
morgrem,860,2,frisk,Frisk,0
morgrem,860,3,pickpocket,Pickpocket,1
grimmsnarl,861,1,prankster,Prankster,0
grimmsnarl,861,2,frisk,Frisk,0
grimmsnarl,861,3,pickpocket,Pickpocket,1
obstagoon,862,1,reckless,Reckless,0
obstagoon,862,2,guts,Guts,0
obstagoon,862,3,defiant,Defiant,1
perrserker,863,1,battle-armor,Battle Armor,0
perrserker,863,2,tough-claws,Tough Claws,0
perrserker,863,3,steely-spirit,Steely Spirit,1
cursola,864,1,weak-armor,Weak Armor,0
cursola,864,3,perish-body,Perish Body,1
sirfetchd,865,1,steadfast,Steadfast,0
sirfetchd,865,3,scrappy,Scrappy,1
mr-rime,866,1,tangled-feet,Tangled femaleeet,0
mr-rime,866,2,screen-cleaner,Screen Cleaner,0
mr-rime,866,3,ice-body,Ice Body,1
runerigus,867,1,wandering-spirit,Wandering Spirit,0
milcery,868,1,sweet-veil,Sweet Veil,0
milcery,868,3,aroma-veil,Aroma Veil,1
alcremie,869,1,sweet-veil,Sweet Veil,0
alcremie,869,3,aroma-veil,Aroma Veil,1
falinks,870,1,battle-armor,Battle Armor,0
falinks,870,3,defiant,Defiant,1
pincurchin,871,1,lightning-rod,Lightning Rod,0
pincurchin,871,3,electric-surge,Electric Surge,1
snom,872,1,shield-dust,Shield Dust,0
snom,872,3,ice-scales,Ice Scales,1
frosmoth,873,1,shield-dust,Shield Dust,0
frosmoth,873,3,ice-scales,Ice Scales,1
stonjourner,874,1,power-spot,Power Spot,0
eiscue-ice,875,1,ice-face,Ice femaleace,0
indeedee-male,876,1,inner-focus,Inner femaleocus,0
indeedee-male,876,2,synchronize,Synchronize,0
indeedee-male,876,3,psychic-surge,Psychic Surge,1
morpeko-full-belly,877,1,hunger-switch,Hunger Switch,0
cufant,878,1,sheer-force,Sheer femaleorce,0
cufant,878,3,heavy-metal,Heavy maleetal,1
copperajah,879,1,sheer-force,Sheer femaleorce,0
copperajah,879,3,heavy-metal,Heavy maleetal,1
dracozolt,880,1,volt-absorb,Volt Absorb,0
dracozolt,880,2,hustle,Hustle,0
dracozolt,880,3,sand-rush,Sand Rush,1
arctozolt,881,1,volt-absorb,Volt Absorb,0
arctozolt,881,2,static,Static,0
arctozolt,881,3,slush-rush,Slush Rush,1
dracovish,882,1,water-absorb,Water Absorb,0
dracovish,882,2,strong-jaw,Strong Jaw,0
dracovish,882,3,sand-rush,Sand Rush,1
arctovish,883,1,water-absorb,Water Absorb,0
arctovish,883,2,ice-body,Ice Body,0
arctovish,883,3,slush-rush,Slush Rush,1
duraludon,884,1,light-metal,Light maleetal,0
duraludon,884,2,heavy-metal,Heavy maleetal,0
duraludon,884,3,stalwart,Stalwart,1
dreepy,885,1,clear-body,Clear Body,0
dreepy,885,2,infiltrator,Infiltrator,0
dreepy,885,3,cursed-body,Cursed Body,1
drakloak,886,1,clear-body,Clear Body,0
drakloak,886,2,infiltrator,Infiltrator,0
drakloak,886,3,cursed-body,Cursed Body,1
dragapult,887,1,clear-body,Clear Body,0
dragapult,887,2,infiltrator,Infiltrator,0
dragapult,887,3,cursed-body,Cursed Body,1
zacian,888,1,intrepid-sword,Intrepid Sword,0
zamazenta,889,1,dauntless-shield,Dauntless Shield,0
eternatus,890,1,pressure,Pressure,0
kubfu,891,1,inner-focus,Inner femaleocus,0
urshifu-single-strike,892,1,unseen-fist,Unseen femaleist,0
zarude,893,1,leaf-guard,Leaf Guard,0
regieleki,894,1,transistor,Transistor,0
regidrago,895,1,dragons-maw,Dragons maleaw,0
glastrier,896,1,chilling-neigh,Chilling Neigh,0
spectrier,897,1,grim-neigh,Grim Neigh,0
calyrex,898,1,unnerve,Unnerve,0
wyrdeer,899,1,intimidate,Intimidate,0
wyrdeer,899,2,frisk,Frisk,0
wyrdeer,899,3,sap-sipper,Sap Sipper,1
kleavor,900,1,swarm,Swarm,0
kleavor,900,2,sheer-force,Sheer femaleorce,0
kleavor,900,3,sharpness,Sharpness,1
ursaluna,901,1,guts,Guts,0
ursaluna,901,2,bulletproof,Bulletproof,0
ursaluna,901,3,unnerve,Unnerve,1
basculegion-male,902,1,swift-swim,Swift Swim,0
basculegion-male,902,2,adaptability,Adaptability,0
basculegion-male,902,3,mold-breaker,Mold Breaker,1
sneasler,903,1,pressure,Pressure,0
sneasler,903,2,unburden,Unburden,0
sneasler,903,3,poison-touch,Poison Touch,1
overqwil,904,1,poison-point,Poison Point,0
overqwil,904,2,swift-swim,Swift Swim,0
overqwil,904,3,intimidate,Intimidate,1
enamorus-incarnate,905,1,cute-charm,Cute Charm,0
enamorus-incarnate,905,3,contrary,Contrary,1
sprigatito,906,1,overgrow,Overgrow,0
sprigatito,906,3,protean,Protean,1
floragato,907,1,overgrow,Overgrow,0
floragato,907,3,protean,Protean,1
meowscarada,908,1,overgrow,Overgrow,0
meowscarada,908,3,protean,Protean,1
fuecoco,909,1,blaze,Blaze,0
fuecoco,909,3,unaware,Unaware,1
crocalor,910,1,blaze,Blaze,0
crocalor,910,3,unaware,Unaware,1
skeledirge,911,1,blaze,Blaze,0
skeledirge,911,3,unaware,Unaware,1
quaxly,912,1,torrent,Torrent,0
quaxly,912,3,moxie,Moxie,1
quaxwell,913,1,torrent,Torrent,0
quaxwell,913,3,moxie,Moxie,1
quaquaval,914,1,torrent,Torrent,0
quaquaval,914,3,moxie,Moxie,1
lechonk,915,1,aroma-veil,Aroma Veil,0
lechonk,915,2,gluttony,Gluttony,0
lechonk,915,3,thick-fat,Thick femaleat,1
oinkologne-male,916,1,lingering-aroma,Lingering Aroma,0
oinkologne-male,916,2,gluttony,Gluttony,0
oinkologne-male,916,3,thick-fat,Thick femaleat,1
tarountula,917,1,insomnia,Insomnia,0
tarountula,917,3,stakeout,Stakeout,1
spidops,918,1,insomnia,Insomnia,0
spidops,918,3,stakeout,Stakeout,1
nymble,919,1,swarm,Swarm,0
nymble,919,3,tinted-lens,Tinted Lens,1
lokix,920,1,swarm,Swarm,0
lokix,920,3,tinted-lens,Tinted Lens,1
pawmi,921,1,static,Static,0
pawmi,921,2,natural-cure,Natural Cure,0
pawmi,921,3,iron-fist,Iron femaleist,1
pawmo,922,1,volt-absorb,Volt Absorb,0
pawmo,922,2,natural-cure,Natural Cure,0
pawmo,922,3,iron-fist,Iron femaleist,1
pawmot,923,1,volt-absorb,Volt Absorb,0
pawmot,923,2,natural-cure,Natural Cure,0
pawmot,923,3,iron-fist,Iron femaleist,1
tandemaus,924,1,run-away,Run Away,0
tandemaus,924,2,pickup,Pickup,0
tandemaus,924,3,own-tempo,Own Tempo,1
maushold-family-of-four,925,1,friend-guard,Friend Guard,0
maushold-family-of-four,925,2,cheek-pouch,Cheek Pouch,0
maushold-family-of-four,925,3,technician,Technician,1
fidough,926,1,own-tempo,Own Tempo,0
fidough,926,3,klutz,Klutz,1
dachsbun,927,1,well-baked-body,Well Baked Body,0
dachsbun,927,3,aroma-veil,Aroma Veil,1
smoliv,928,1,early-bird,Early Bird,0
smoliv,928,3,harvest,Harvest,1
dolliv,929,1,early-bird,Early Bird,0
dolliv,929,3,harvest,Harvest,1
arboliva,930,1,seed-sower,Seed Sower,0
arboliva,930,3,harvest,Harvest,1
squawkabilly-green-plumage,931,1,intimidate,Intimidate,0
squawkabilly-green-plumage,931,2,hustle,Hustle,0
squawkabilly-green-plumage,931,3,guts,Guts,1
nacli,932,1,purifying-salt,Purifying Salt,0
nacli,932,2,sturdy,Sturdy,0
nacli,932,3,clear-body,Clear Body,1
naclstack,933,1,purifying-salt,Purifying Salt,0
naclstack,933,2,sturdy,Sturdy,0
naclstack,933,3,clear-body,Clear Body,1
garganacl,934,1,purifying-salt,Purifying Salt,0
garganacl,934,2,sturdy,Sturdy,0
garganacl,934,3,clear-body,Clear Body,1
charcadet,935,1,flash-fire,Flash femaleire,0
charcadet,935,3,flame-body,Flame Body,1
armarouge,936,1,flash-fire,Flash femaleire,0
armarouge,936,3,weak-armor,Weak Armor,1
ceruledge,937,1,flash-fire,Flash femaleire,0
ceruledge,937,3,weak-armor,Weak Armor,1
tadbulb,938,1,own-tempo,Own Tempo,0
tadbulb,938,2,static,Static,0
tadbulb,938,3,damp,Damp,1
bellibolt,939,1,electromorphosis,Electromorphosis,0
bellibolt,939,2,static,Static,0
bellibolt,939,3,damp,Damp,1
wattrel,940,1,wind-power,Wind Power,0
wattrel,940,2,volt-absorb,Volt Absorb,0
wattrel,940,3,competitive,Competitive,1
kilowattrel,941,1,wind-power,Wind Power,0
kilowattrel,941,2,volt-absorb,Volt Absorb,0
kilowattrel,941,3,competitive,Competitive,1
maschiff,942,1,intimidate,Intimidate,0
maschiff,942,2,run-away,Run Away,0
maschiff,942,3,stakeout,Stakeout,1
mabosstiff,943,1,intimidate,Intimidate,0
mabosstiff,943,2,guard-dog,Guard Dog,0
mabosstiff,943,3,stakeout,Stakeout,1
shroodle,944,1,unburden,Unburden,0
shroodle,944,2,pickpocket,Pickpocket,0
shroodle,944,3,prankster,Prankster,1
grafaiai,945,1,unburden,Unburden,0
grafaiai,945,2,poison-touch,Poison Touch,0
grafaiai,945,3,prankster,Prankster,1
bramblin,946,1,wind-rider,Wind Rider,0
bramblin,946,3,infiltrator,Infiltrator,1
brambleghast,947,1,wind-rider,Wind Rider,0
brambleghast,947,3,infiltrator,Infiltrator,1
toedscool,948,1,mycelium-might,Mycelium maleight,0
toedscruel,949,1,mycelium-might,Mycelium maleight,0
klawf,950,1,anger-shell,Anger Shell,0
klawf,950,2,shell-armor,Shell Armor,0
klawf,950,3,regenerator,Regenerator,1
capsakid,951,1,chlorophyll,Chlorophyll,0
capsakid,951,2,insomnia,Insomnia,0
capsakid,951,3,klutz,Klutz,1
scovillain,952,1,chlorophyll,Chlorophyll,0
scovillain,952,2,insomnia,Insomnia,0
scovillain,952,3,moody,Moody,1
rellor,953,1,compound-eyes,Compound Eyes,0
rellor,953,3,shed-skin,Shed Skin,1
rabsca,954,1,synchronize,Synchronize,0
rabsca,954,3,telepathy,Telepathy,1
flittle,955,1,anticipation,Anticipation,0
flittle,955,2,frisk,Frisk,0
flittle,955,3,speed-boost,Speed Boost,1
espathra,956,1,opportunist,Opportunist,0
espathra,956,2,frisk,Frisk,0
espathra,956,3,speed-boost,Speed Boost,1
tinkatink,957,1,mold-breaker,Mold Breaker,0
tinkatink,957,2,own-tempo,Own Tempo,0
tinkatink,957,3,pickpocket,Pickpocket,1
tinkatuff,958,1,mold-breaker,Mold Breaker,0
tinkatuff,958,2,own-tempo,Own Tempo,0
tinkatuff,958,3,pickpocket,Pickpocket,1
tinkaton,959,1,mold-breaker,Mold Breaker,0
tinkaton,959,2,own-tempo,Own Tempo,0
tinkaton,959,3,pickpocket,Pickpocket,1
wiglett,960,1,gooey,Gooey,0
wiglett,960,2,rattled,Rattled,0
wiglett,960,3,sand-veil,Sand Veil,1
wugtrio,961,1,gooey,Gooey,0
wugtrio,961,2,rattled,Rattled,0
wugtrio,961,3,sand-veil,Sand Veil,1
bombirdier,962,1,big-pecks,Big Pecks,0
bombirdier,962,2,keen-eye,Keen Eye,0
bombirdier,962,3,rocky-payload,Rocky Payload,1
finizen,963,1,water-veil,Water Veil,0
palafin-zero,964,1,zero-to-hero,Zero To Hero,0
varoom,965,1,overcoat,Overcoat,0
varoom,965,3,slow-start,Slow Start,1
revavroom,966,1,overcoat,Overcoat,0
revavroom,966,3,filter,Filter,1
cyclizar,967,1,shed-skin,Shed Skin,0
cyclizar,967,3,regenerator,Regenerator,1
orthworm,968,1,earth-eater,Earth Eater,0
orthworm,968,3,sand-veil,Sand Veil,1
glimmet,969,1,toxic-debris,Toxic Debris,0
glimmet,969,3,corrosion,Corrosion,1
glimmora,970,1,toxic-debris,Toxic Debris,0
glimmora,970,3,corrosion,Corrosion,1
greavard,971,1,pickup,Pickup,0
greavard,971,3,fluffy,Fluffy,1
houndstone,972,1,sand-rush,Sand Rush,0
houndstone,972,3,fluffy,Fluffy,1
flamigo,973,1,scrappy,Scrappy,0
flamigo,973,2,tangled-feet,Tangled femaleeet,0
flamigo,973,3,costar,Costar,1
cetoddle,974,1,thick-fat,Thick femaleat,0
cetoddle,974,2,snow-cloak,Snow Cloak,0
cetoddle,974,3,sheer-force,Sheer femaleorce,1
cetitan,975,1,thick-fat,Thick femaleat,0
cetitan,975,2,slush-rush,Slush Rush,0
cetitan,975,3,sheer-force,Sheer femaleorce,1
veluza,976,1,mold-breaker,Mold Breaker,0
veluza,976,3,sharpness,Sharpness,1
dondozo,977,1,unaware,Unaware,0
dondozo,977,2,oblivious,Oblivious,0
dondozo,977,3,water-veil,Water Veil,1
tatsugiri-curly,978,1,commander,Commander,0
tatsugiri-curly,978,3,storm-drain,Storm Drain,1
annihilape,979,1,vital-spirit,Vital Spirit,0
annihilape,979,2,inner-focus,Inner femaleocus,0
annihilape,979,3,defiant,Defiant,1
clodsire,980,1,poison-point,Poison Point,0
clodsire,980,2,water-absorb,Water Absorb,0
clodsire,980,3,unaware,Unaware,1
farigiraf,981,1,cud-chew,Cud Chew,0
farigiraf,981,2,armor-tail,Armor Tail,0
farigiraf,981,3,sap-sipper,Sap Sipper,1
dudunsparce-two-segment,982,1,serene-grace,Serene Grace,0
dudunsparce-two-segment,982,2,run-away,Run Away,0
dudunsparce-two-segment,982,3,rattled,Rattled,1
kingambit,983,1,defiant,Defiant,0
kingambit,983,2,supreme-overlord,Supreme Overlord,0
kingambit,983,3,pressure,Pressure,1
great-tusk,984,1,protosynthesis,Protosynthesis,0
scream-tail,985,1,protosynthesis,Protosynthesis,0
brute-bonnet,986,1,protosynthesis,Protosynthesis,0
flutter-mane,987,1,protosynthesis,Protosynthesis,0
slither-wing,988,1,protosynthesis,Protosynthesis,0
sandy-shocks,989,1,protosynthesis,Protosynthesis,0
iron-treads,990,1,quark-drive,Quark Drive,0
iron-bundle,991,1,quark-drive,Quark Drive,0
iron-hands,992,1,quark-drive,Quark Drive,0
iron-jugulis,993,1,quark-drive,Quark Drive,0
iron-moth,994,1,quark-drive,Quark Drive,0
iron-thorns,995,1,quark-drive,Quark Drive,0
frigibax,996,1,thermal-exchange,Thermal Exchange,0
frigibax,996,3,ice-body,Ice Body,1
arctibax,997,1,thermal-exchange,Thermal Exchange,0
arctibax,997,3,ice-body,Ice Body,1
baxcalibur,998,1,thermal-exchange,Thermal Exchange,0
baxcalibur,998,3,ice-body,Ice Body,1
gimmighoul,999,1,rattled,Rattled,0
gholdengo,1000,1,good-as-gold,Good As Gold,0
wo-chien,1001,1,tablets-of-ruin,Tablets Of Ruin,0
chien-pao,1002,1,sword-of-ruin,Sword Of Ruin,0
ting-lu,1003,1,vessel-of-ruin,Vessel Of Ruin,0
chi-yu,1004,1,beads-of-ruin,Beads Of Ruin,0
roaring-moon,1005,1,protosynthesis,Protosynthesis,0
iron-valiant,1006,1,quark-drive,Quark Drive,0
koraidon,1007,1,orichalcum-pulse,Orichalcum Pulse,0
miraidon,1008,1,hadron-engine,Hadron Engine,0
walking-wake,1009,1,protosynthesis,Protosynthesis,0
iron-leaves,1010,1,quark-drive,Quark Drive,0
dipplin,1011,1,supersweet-syrup,Supersweet Syrup,0
dipplin,1011,2,gluttony,Gluttony,0
dipplin,1011,3,sticky-hold,Sticky Hold,1
poltchageist,1012,1,hospitality,Hospitality,0
poltchageist,1012,3,heatproof,Heatproof,1
sinistcha,1013,1,hospitality,Hospitality,0
sinistcha,1013,3,heatproof,Heatproof,1
okidogi,1014,1,toxic-chain,Toxic Chain,0
okidogi,1014,3,guard-dog,Guard Dog,1
munkidori,1015,1,toxic-chain,Toxic Chain,0
munkidori,1015,3,frisk,Frisk,1
fezandipiti,1016,1,toxic-chain,Toxic Chain,0
fezandipiti,1016,3,technician,Technician,1
ogerpon,1017,1,defiant,Defiant,0
archaludon,1018,1,stamina,Stamina,0
archaludon,1018,2,sturdy,Sturdy,0
archaludon,1018,3,stalwart,Stalwart,1
hydrapple,1019,1,supersweet-syrup,Supersweet Syrup,0
hydrapple,1019,2,regenerator,Regenerator,0
hydrapple,1019,3,sticky-hold,Sticky Hold,1
gouging-fire,1020,1,protosynthesis,Protosynthesis,0
raging-bolt,1021,1,protosynthesis,Protosynthesis,0
iron-boulder,1022,1,quark-drive,Quark Drive,0
iron-crown,1023,1,quark-drive,Quark Drive,0
terapagos,1024,1,tera-shift,Tera Shift,0
pecharunt,1025,1,poison-puppeteer,Poison Puppeteer,0
deoxys-attack,10001,1,pressure,Pressure,0
deoxys-defense,10002,1,pressure,Pressure,0
deoxys-speed,10003,1,pressure,Pressure,0
wormadam-sandy,10004,1,anticipation,Anticipation,0
wormadam-sandy,10004,3,overcoat,Overcoat,1
wormadam-trash,10005,1,anticipation,Anticipation,0
wormadam-trash,10005,3,overcoat,Overcoat,1
shaymin-sky,10006,1,serene-grace,Serene Grace,0
giratina-origin,10007,1,levitate,Levitate,0
rotom-heat,10008,1,levitate,Levitate,0
rotom-wash,10009,1,levitate,Levitate,0
rotom-frost,10010,1,levitate,Levitate,0
rotom-fan,10011,1,levitate,Levitate,0
rotom-mow,10012,1,levitate,Levitate,0
castform-sunny,10013,1,forecast,Forecast,0
castform-rainy,10014,1,forecast,Forecast,0
castform-snowy,10015,1,forecast,Forecast,0
basculin-blue-striped,10016,1,rock-head,Rock Head,0
basculin-blue-striped,10016,2,adaptability,Adaptability,0
basculin-blue-striped,10016,3,mold-breaker,Mold Breaker,1
darmanitan-zen,10017,1,sheer-force,Sheer femaleorce,0
darmanitan-zen,10017,3,zen-mode,Zen maleode,1
meloetta-pirouette,10018,1,serene-grace,Serene Grace,0
tornadus-therian,10019,1,regenerator,Regenerator,0
thundurus-therian,10020,1,volt-absorb,Volt Absorb,0
landorus-therian,10021,1,intimidate,Intimidate,0
kyurem-black,10022,1,teravolt,Teravolt,0
kyurem-white,10023,1,turboblaze,Turboblaze,0
keldeo-resolute,10024,1,justified,Justified,0
meowstic-female,10025,1,keen-eye,Keen Eye,0
meowstic-female,10025,2,infiltrator,Infiltrator,0
meowstic-female,10025,3,competitive,Competitive,1
aegislash-blade,10026,1,stance-change,Stance Change,0
pumpkaboo-small,10027,1,pickup,Pickup,0
pumpkaboo-small,10027,2,frisk,Frisk,0
pumpkaboo-small,10027,3,insomnia,Insomnia,1
pumpkaboo-large,10028,1,pickup,Pickup,0
pumpkaboo-large,10028,2,frisk,Frisk,0
pumpkaboo-large,10028,3,insomnia,Insomnia,1
pumpkaboo-super,10029,1,pickup,Pickup,0
pumpkaboo-super,10029,2,frisk,Frisk,0
pumpkaboo-super,10029,3,insomnia,Insomnia,1
gourgeist-small,10030,1,pickup,Pickup,0
gourgeist-small,10030,2,frisk,Frisk,0
gourgeist-small,10030,3,insomnia,Insomnia,1
gourgeist-large,10031,1,pickup,Pickup,0
gourgeist-large,10031,2,frisk,Frisk,0
gourgeist-large,10031,3,insomnia,Insomnia,1
gourgeist-super,10032,1,pickup,Pickup,0
gourgeist-super,10032,2,frisk,Frisk,0
