canonical_slug,display_name,dexnum_int,official_artwork_url,artwork_variant_url,sprite_url,image_url,official_pokedex_url,official_reference_scope,validated_at,official_artwork_http_status,validation_status,mismatch_fields,validation_notes
squawkabilly-blue-plumage,Squawkabilly Blue Plumage,931,https://assets.pokemon.com/assets/cms2/img/pokedex/full/931.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10260.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10260.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10260.png,https://www.pokemon.com/us/pokedex/squawkabilly,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
squawkabilly-green-plumage,Squawkabilly Green Plumage,931,https://assets.pokemon.com/assets/cms2/img/pokedex/full/931.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/931.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/931.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/931.png,https://www.pokemon.com/us/pokedex/squawkabilly,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
squawkabilly-white-plumage,Squawkabilly White Plumage,931,https://assets.pokemon.com/assets/cms2/img/pokedex/full/931.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10262.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10262.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10262.png,https://www.pokemon.com/us/pokedex/squawkabilly,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
squawkabilly-yellow-plumage,Squawkabilly Yellow Plumage,931,https://assets.pokemon.com/assets/cms2/img/pokedex/full/931.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10261.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10261.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10261.png,https://www.pokemon.com/us/pokedex/squawkabilly,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
nacli,Nacli,932,https://assets.pokemon.com/assets/cms2/img/pokedex/full/932.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/932.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/932.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/932.png,https://www.pokemon.com/us/pokedex/nacli,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
naclstack,Naclstack,933,https://assets.pokemon.com/assets/cms2/img/pokedex/full/933.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/933.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/933.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/933.png,https://www.pokemon.com/us/pokedex/naclstack,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
garganacl,Garganacl,934,https://assets.pokemon.com/assets/cms2/img/pokedex/full/934.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/934.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/934.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/934.png,https://www.pokemon.com/us/pokedex/garganacl,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
charcadet,Charcadet,935,https://assets.pokemon.com/assets/cms2/img/pokedex/full/935.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/935.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/935.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/935.png,https://www.pokemon.com/us/pokedex/charcadet,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
armarouge,Armarouge,936,https://assets.pokemon.com/assets/cms2/img/pokedex/full/936.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/936.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/936.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/936.png,https://www.pokemon.com/us/pokedex/armarouge,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
ceruledge,Ceruledge,937,https://assets.pokemon.com/assets/cms2/img/pokedex/full/937.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/937.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/937.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/937.png,https://www.pokemon.com/us/pokedex/ceruledge,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tadbulb,Tadbulb,938,https://assets.pokemon.com/assets/cms2/img/pokedex/full/938.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/938.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/938.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/938.png,https://www.pokemon.com/us/pokedex/tadbulb,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
bellibolt,Bellibolt,939,https://assets.pokemon.com/assets/cms2/img/pokedex/full/939.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/939.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/939.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/939.png,https://www.pokemon.com/us/pokedex/bellibolt,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
wattrel,Wattrel,940,https://assets.pokemon.com/assets/cms2/img/pokedex/full/940.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/940.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/940.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/940.png,https://www.pokemon.com/us/pokedex/wattrel,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
kilowattrel,Kilowattrel,941,https://assets.pokemon.com/assets/cms2/img/pokedex/full/941.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/941.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/941.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/941.png,https://www.pokemon.com/us/pokedex/kilowattrel,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
maschiff,Maschiff,942,https://assets.pokemon.com/assets/cms2/img/pokedex/full/942.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/942.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/942.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/942.png,https://www.pokemon.com/us/pokedex/maschiff,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
mabosstiff,Mabosstiff,943,https://assets.pokemon.com/assets/cms2/img/pokedex/full/943.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/943.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/943.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/943.png,https://www.pokemon.com/us/pokedex/mabosstiff,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
shroodle,Shroodle,944,https://assets.pokemon.com/assets/cms2/img/pokedex/full/944.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/944.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/944.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/944.png,https://www.pokemon.com/us/pokedex/shroodle,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
grafaiai,Grafaiai,945,https://assets.pokemon.com/assets/cms2/img/pokedex/full/945.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/945.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/945.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/945.png,https://www.pokemon.com/us/pokedex/grafaiai,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
bramblin,Bramblin,946,https://assets.pokemon.com/assets/cms2/img/pokedex/full/946.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/946.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/946.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/946.png,https://www.pokemon.com/us/pokedex/bramblin,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
brambleghast,Brambleghast,947,https://assets.pokemon.com/assets/cms2/img/pokedex/full/947.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/947.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/947.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/947.png,https://www.pokemon.com/us/pokedex/brambleghast,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
toedscool,Toedscool,948,https://assets.pokemon.com/assets/cms2/img/pokedex/full/948.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/948.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/948.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/948.png,https://www.pokemon.com/us/pokedex/toedscool,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
toedscruel,Toedscruel,949,https://assets.pokemon.com/assets/cms2/img/pokedex/full/949.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/949.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/949.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/949.png,https://www.pokemon.com/us/pokedex/toedscruel,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
klawf,Klawf,950,https://assets.pokemon.com/assets/cms2/img/pokedex/full/950.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/950.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/950.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/950.png,https://www.pokemon.com/us/pokedex/klawf,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
capsakid,Capsakid,951,https://assets.pokemon.com/assets/cms2/img/pokedex/full/951.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/951.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/951.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/951.png,https://www.pokemon.com/us/pokedex/capsakid,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
scovillain,Scovillain,952,https://assets.pokemon.com/assets/cms2/img/pokedex/full/952.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/952.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/952.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/952.png,https://www.pokemon.com/us/pokedex/scovillain,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
scovillain-mega,Scovillain maleega,952,https://assets.pokemon.com/assets/cms2/img/pokedex/full/952.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10320.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10320.png,https://www.pokemon.com/us/pokedex/scovillain,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
rellor,Rellor,953,https://assets.pokemon.com/assets/cms2/img/pokedex/full/953.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/953.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/953.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/953.png,https://www.pokemon.com/us/pokedex/rellor,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
rabsca,Rabsca,954,https://assets.pokemon.com/assets/cms2/img/pokedex/full/954.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/954.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/954.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/954.png,https://www.pokemon.com/us/pokedex/rabsca,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
flittle,Flittle,955,https://assets.pokemon.com/assets/cms2/img/pokedex/full/955.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/955.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/955.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/955.png,https://www.pokemon.com/us/pokedex/flittle,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
espathra,Espathra,956,https://assets.pokemon.com/assets/cms2/img/pokedex/full/956.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/956.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/956.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/956.png,https://www.pokemon.com/us/pokedex/espathra,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tinkatink,Tinkatink,957,https://assets.pokemon.com/assets/cms2/img/pokedex/full/957.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/957.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/957.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/957.png,https://www.pokemon.com/us/pokedex/tinkatink,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tinkatuff,Tinkatuff,958,https://assets.pokemon.com/assets/cms2/img/pokedex/full/958.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/958.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/958.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/958.png,https://www.pokemon.com/us/pokedex/tinkatuff,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
tinkaton,Tinkaton,959,https://assets.pokemon.com/assets/cms2/img/pokedex/full/959.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/959.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/959.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/959.png,https://www.pokemon.com/us/pokedex/tinkaton,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
wiglett,Wiglett,960,https://assets.pokemon.com/assets/cms2/img/pokedex/full/960.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/960.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/960.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/960.png,https://www.pokemon.com/us/pokedex/wiglett,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
wugtrio,Wugtrio,961,https://assets.pokemon.com/assets/cms2/img/pokedex/full/961.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/961.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/961.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/961.png,https://www.pokemon.com/us/pokedex/wugtrio,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
bombirdier,Bombirdier,962,https://assets.pokemon.com/assets/cms2/img/pokedex/full/962.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/962.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/962.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/962.png,https://www.pokemon.com/us/pokedex/bombirdier,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
finizen,Finizen,963,https://assets.pokemon.com/assets/cms2/img/pokedex/full/963.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/963.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/963.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/963.png,https://www.pokemon.com/us/pokedex/finizen,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
palafin-hero,Palafin Hero,964,https://assets.pokemon.com/assets/cms2/img/pokedex/full/964.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10256.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10256.png,https://www.pokemon.com/us/pokedex/palafin,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
palafin-zero,Palafin Zero,964,https://assets.pokemon.com/assets/cms2/img/pokedex/full/964.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/964.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/964.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/964.png,https://www.pokemon.com/us/pokedex/palafin,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
varoom,Varoom,965,https://assets.pokemon.com/assets/cms2/img/pokedex/full/965.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/965.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/965.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/965.png,https://www.pokemon.com/us/pokedex/varoom,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
revavroom,Revavroom,966,https://assets.pokemon.com/assets/cms2/img/pokedex/full/966.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/966.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/966.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/966.png,https://www.pokemon.com/us/pokedex/revavroom,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
cyclizar,Cyclizar,967,https://assets.pokemon.com/assets/cms2/img/pokedex/full/967.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/967.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/967.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/967.png,https://www.pokemon.com/us/pokedex/cyclizar,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
orthworm,Orthworm,968,https://assets.pokemon.com/assets/cms2/img/pokedex/full/968.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/968.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/968.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/968.png,https://www.pokemon.com/us/pokedex/orthworm,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
glimmet,Glimmet,969,https://assets.pokemon.com/assets/cms2/img/pokedex/full/969.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/969.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/969.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/969.png,https://www.pokemon.com/us/pokedex/glimmet,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
glimmora,Glimmora,970,https://assets.pokemon.com/assets/cms2/img/pokedex/full/970.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/970.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/970.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/970.png,https://www.pokemon.com/us/pokedex/glimmora,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
glimmora-mega,Glimmora maleega,970,https://assets.pokemon.com/assets/cms2/img/pokedex/full/970.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10321.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10321.png,https://www.pokemon.com/us/pokedex/glimmora,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
greavard,Greavard,971,https://assets.pokemon.com/assets/cms2/img/pokedex/full/971.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/971.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/971.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/971.png,https://www.pokemon.com/us/pokedex/greavard,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
houndstone,Houndstone,972,https://assets.pokemon.com/assets/cms2/img/pokedex/full/972.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/972.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/972.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/972.png,https://www.pokemon.com/us/pokedex/houndstone,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
flamigo,Flamigo,973,https://assets.pokemon.com/assets/cms2/img/pokedex/full/973.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/973.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/973.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/973.png,https://www.pokemon.com/us/pokedex/flamigo,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
