species_slug,species_display_name,dexnum_int,generation,gender_rate,capture_rate,base_happiness,hatch_counter,is_baby,is_legendary,is_mythical,color,shape,habitat,generation_name,growth_rate,egg_group1,egg_group2,percent_male,percent_female,evolution_chain_id,genus_en
samurott,Samurott,503,5,1,45,70,20,0,0,0,Blue,Quadruped,Unknown,generation-v,Medium Slow,Ground,Unknown,87.5,12.5,258,Formidable Pokémon
patrat,Patrat,504,5,4,255,70,15,0,0,0,Brown,Quadruped,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,259,Scout Pokémon
watchog,Watchog,505,5,4,255,70,20,0,0,0,Brown,Upright,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,259,Lookout Pokémon
lillipup,Lillipup,506,5,4,255,70,15,0,0,0,Brown,Quadruped,Unknown,generation-v,Medium Slow,Ground,Unknown,50.0,50.0,260,Puppy Pokémon
herdier,Herdier,507,5,4,120,70,15,0,0,0,Gray,Quadruped,Unknown,generation-v,Medium Slow,Ground,Unknown,50.0,50.0,260,Loyal Dog Pokémon
stoutland,Stoutland,508,5,4,45,70,15,0,0,0,Gray,Quadruped,Unknown,generation-v,Medium Slow,Ground,Unknown,50.0,50.0,260,Big-Hearted Pokémon
purrloin,Purrloin,509,5,4,255,70,20,0,0,0,Purple,Quadruped,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,261,Devious Pokémon
liepard,Liepard,510,5,4,90,70,20,0,0,0,Purple,Quadruped,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,261,Cruel Pokémon
pansage,Pansage,511,5,1,190,70,20,0,0,0,Green,Upright,Unknown,generation-v,Medium,Ground,Unknown,87.5,12.5,262,Grass Monkey Pokémon
simisage,Simisage,512,5,1,75,70,20,0,0,0,Green,Upright,Unknown,generation-v,Medium,Ground,Unknown,87.5,12.5,262,Thorn Monkey Pokémon
pansear,Pansear,513,5,1,190,70,20,0,0,0,Red,Upright,Unknown,generation-v,Medium,Ground,Unknown,87.5,12.5,263,High Temp Pokémon
simisear,Simisear,514,5,1,75,70,20,0,0,0,Red,Upright,Unknown,generation-v,Medium,Ground,Unknown,87.5,12.5,263,Ember Pokémon
panpour,Panpour,515,5,1,190,70,20,0,0,0,Blue,Upright,Unknown,generation-v,Medium,Ground,Unknown,87.5,12.5,264,Spray Pokémon
simipour,Simipour,516,5,1,75,70,20,0,0,0,Blue,Upright,Unknown,generation-v,Medium,Ground,Unknown,87.5,12.5,264,Geyser Pokémon
munna,Munna,517,5,4,190,70,10,0,0,0,Pink,Quadruped,Unknown,generation-v,Fast,Ground,Unknown,50.0,50.0,265,Dream Eater Pokémon
musharna,Musharna,518,5,4,75,70,10,0,0,0,Pink,Humanoid,Unknown,generation-v,Fast,Ground,Unknown,50.0,50.0,265,Drowsing Pokémon
pidove,Pidove,519,5,4,255,70,15,0,0,0,Gray,Wings,Unknown,generation-v,Medium Slow,Flying,Unknown,50.0,50.0,266,Tiny Pigeon Pokémon
tranquill,Tranquill,520,5,4,120,70,15,0,0,0,Gray,Wings,Unknown,generation-v,Medium Slow,Flying,Unknown,50.0,50.0,266,Wild Pigeon Pokémon
unfezant,Unfezant,521,5,4,45,70,15,0,0,0,Gray,Wings,Unknown,generation-v,Medium Slow,Flying,Unknown,50.0,50.0,266,Proud Pokémon
blitzle,Blitzle,522,5,4,190,70,20,0,0,0,Black,Quadruped,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,267,Electrified Pokémon
zebstrika,Zebstrika,523,5,4,75,70,20,0,0,0,Black,Quadruped,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,267,Thunderbolt Pokémon
roggenrola,Roggenrola,524,5,4,255,70,15,0,0,0,Blue,Legs,Unknown,generation-v,Medium Slow,Mineral,Unknown,50.0,50.0,268,Mantle Pokémon
boldore,Boldore,525,5,4,120,70,15,0,0,0,Blue,Tentacles,Unknown,generation-v,Medium Slow,Mineral,Unknown,50.0,50.0,268,Ore Pokémon
gigalith,Gigalith,526,5,4,45,70,15,0,0,0,Blue,Tentacles,Unknown,generation-v,Medium Slow,Mineral,Unknown,50.0,50.0,268,Compressed Pokémon
woobat,Woobat,527,5,4,190,70,15,0,0,0,Blue,Wings,Unknown,generation-v,Medium,Ground,Flying,50.0,50.0,269,Bat Pokémon
swoobat,Swoobat,528,5,4,45,70,15,0,0,0,Blue,Wings,Unknown,generation-v,Medium,Ground,Flying,50.0,50.0,269,Courting Pokémon
drilbur,Drilbur,529,5,4,120,70,20,0,0,0,Gray,Upright,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,270,Mole Pokémon
excadrill,Excadrill,530,5,4,60,70,20,0,0,0,Gray,Humanoid,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,270,Subterrene Pokémon
audino,Audino,531,5,4,255,70,20,0,0,0,Pink,Upright,Unknown,generation-v,Fast,Fairy,Unknown,50.0,50.0,271,Hearing Pokémon
timburr,Timburr,532,5,2,180,70,20,0,0,0,Gray,Humanoid,Unknown,generation-v,Medium Slow,Humanshape,Unknown,75.0,25.0,272,Muscular Pokémon
gurdurr,Gurdurr,533,5,2,90,70,20,0,0,0,Gray,Humanoid,Unknown,generation-v,Medium Slow,Humanshape,Unknown,75.0,25.0,272,Muscular Pokémon
conkeldurr,Conkeldurr,534,5,2,45,70,20,0,0,0,Brown,Humanoid,Unknown,generation-v,Medium Slow,Humanshape,Unknown,75.0,25.0,272,Muscular Pokémon
tympole,Tympole,535,5,4,255,70,20,0,0,0,Blue,Fish,Unknown,generation-v,Medium Slow,Water1,Unknown,50.0,50.0,273,Tadpole Pokémon
palpitoad,Palpitoad,536,5,4,120,70,20,0,0,0,Blue,Upright,Unknown,generation-v,Medium Slow,Water1,Unknown,50.0,50.0,273,Vibration Pokémon
seismitoad,Seismitoad,537,5,4,45,70,20,0,0,0,Blue,Humanoid,Unknown,generation-v,Medium Slow,Water1,Unknown,50.0,50.0,273,Vibration Pokémon
throh,Throh,538,5,0,45,70,20,0,0,0,Red,Humanoid,Unknown,generation-v,Medium,Humanshape,Unknown,100.0,0.0,274,Judo Pokémon
sawk,Sawk,539,5,0,45,70,20,0,0,0,Blue,Humanoid,Unknown,generation-v,Medium,Humanshape,Unknown,100.0,0.0,275,Karate Pokémon
sewaddle,Sewaddle,540,5,4,255,70,15,0,0,0,Yellow,Armor,Unknown,generation-v,Medium Slow,Bug,Unknown,50.0,50.0,276,Sewing Pokémon
swadloon,Swadloon,541,5,4,120,70,15,0,0,0,Green,Arms,Unknown,generation-v,Medium Slow,Bug,Unknown,50.0,50.0,276,Leaf-Wrapped Pokémon
leavanny,Leavanny,542,5,4,45,70,15,0,0,0,Yellow,Humanoid,Unknown,generation-v,Medium Slow,Bug,Unknown,50.0,50.0,276,Nurturing Pokémon
venipede,Venipede,543,5,4,255,70,15,0,0,0,Red,Armor,Unknown,generation-v,Medium Slow,Bug,Unknown,50.0,50.0,277,Centipede Pokémon
whirlipede,Whirlipede,544,5,4,120,70,15,0,0,0,Gray,Ball,Unknown,generation-v,Medium Slow,Bug,Unknown,50.0,50.0,277,Curlipede Pokémon
scolipede,Scolipede,545,5,4,45,70,20,0,0,0,Red,Armor,Unknown,generation-v,Medium Slow,Bug,Unknown,50.0,50.0,277,Megapede Pokémon
cottonee,Cottonee,546,5,4,190,70,20,0,0,0,Green,Ball,Unknown,generation-v,Medium,Plant,Fairy,50.0,50.0,278,Cotton Puff Pokémon
whimsicott,Whimsicott,547,5,4,75,70,20,0,0,0,Green,Humanoid,Unknown,generation-v,Medium,Plant,Fairy,50.0,50.0,278,Windveiled Pokémon
petilil,Petilil,548,5,8,190,70,20,0,0,0,Green,Blob,Unknown,generation-v,Medium,Plant,Unknown,0.0,100.0,279,Bulb Pokémon
lilligant,Lilligant,549,5,8,75,70,20,0,0,0,Green,Blob,Unknown,generation-v,Medium,Plant,Unknown,0.0,100.0,279,Flowering Pokémon
basculin,Basculin,550,5,4,25,70,40,0,0,0,Green,Fish,Unknown,generation-v,Medium,Water2,Unknown,50.0,50.0,280,Hostile Pokémon
sandile,Sandile,551,5,4,180,70,20,0,0,0,Brown,Quadruped,Unknown,generation-v,Medium Slow,Ground,Unknown,50.0,50.0,281,Desert Croc Pokémon
krokorok,Krokorok,552,5,4,90,70,20,0,0,0,Brown,Quadruped,Unknown,generation-v,Medium Slow,Ground,Unknown,50.0,50.0,281,Desert Croc Pokémon
krookodile,Krookodile,553,5,4,45,70,20,0,0,0,Red,Upright,Unknown,generation-v,Medium Slow,Ground,Unknown,50.0,50.0,281,Intimidation Pokémon
darumaka,Darumaka,554,5,4,120,70,20,0,0,0,Red,Humanoid,Unknown,generation-v,Medium Slow,Ground,Unknown,50.0,50.0,282,Zen Charm Pokémon
darmanitan,Darmanitan,555,5,4,60,70,20,0,0,0,Red,Quadruped,Unknown,generation-v,Medium Slow,Ground,Unknown,50.0,50.0,282,Blazing Pokémon
maractus,Maractus,556,5,4,255,70,20,0,0,0,Green,Blob,Unknown,generation-v,Medium,Plant,Unknown,50.0,50.0,283,Cactus Pokémon
dwebble,Dwebble,557,5,4,190,70,20,0,0,0,Red,Armor,Unknown,generation-v,Medium,Bug,Mineral,50.0,50.0,284,Rock Inn Pokémon
crustle,Crustle,558,5,4,75,70,20,0,0,0,Red,Armor,Unknown,generation-v,Medium,Bug,Mineral,50.0,50.0,284,Stone Home Pokémon
scraggy,Scraggy,559,5,4,180,35,15,0,0,0,Yellow,Upright,Unknown,generation-v,Medium,Ground,Dragon,50.0,50.0,285,Shedding Pokémon
scrafty,Scrafty,560,5,4,90,70,15,0,0,0,Red,Upright,Unknown,generation-v,Medium,Ground,Dragon,50.0,50.0,285,Hoodlum Pokémon
sigilyph,Sigilyph,561,5,4,45,70,20,0,0,0,Black,Wings,Unknown,generation-v,Medium,Flying,Unknown,50.0,50.0,286,Avianoid Pokémon
yamask,Yamask,562,5,4,190,70,25,0,0,0,Black,Arms,Unknown,generation-v,Medium,Mineral,Indeterminate,50.0,50.0,287,Spirit Pokémon
cofagrigus,Cofagrigus,563,5,4,90,70,25,0,0,0,Yellow,Blob,Unknown,generation-v,Medium,Mineral,Indeterminate,50.0,50.0,287,Coffin Pokémon
tirtouga,Tirtouga,564,5,1,45,70,30,0,0,0,Blue,Quadruped,Unknown,generation-v,Medium,Water1,Water3,87.5,12.5,288,Prototurtle Pokémon
carracosta,Carracosta,565,5,1,45,70,30,0,0,0,Blue,Upright,Unknown,generation-v,Medium,Water1,Water3,87.5,12.5,288,Prototurtle Pokémon
archen,Archen,566,5,1,45,70,30,0,0,0,Yellow,Wings,Unknown,generation-v,Medium,Flying,Water3,87.5,12.5,289,First Bird Pokémon
archeops,Archeops,567,5,1,45,70,30,0,0,0,Yellow,Wings,Unknown,generation-v,Medium,Flying,Water3,87.5,12.5,289,First Bird Pokémon
trubbish,Trubbish,568,5,4,190,70,20,0,0,0,Green,Humanoid,Unknown,generation-v,Medium,Mineral,Unknown,50.0,50.0,290,Trash Bag Pokémon
garbodor,Garbodor,569,5,4,60,70,20,0,0,0,Green,Humanoid,Unknown,generation-v,Medium,Mineral,Unknown,50.0,50.0,290,Trash Heap Pokémon
zorua,Zorua,570,5,1,75,70,25,0,0,0,Gray,Quadruped,Unknown,generation-v,Medium Slow,Ground,Unknown,87.5,12.5,291,Tricky Fox Pokémon
zoroark,Zoroark,571,5,1,45,70,20,0,0,0,Gray,Upright,Unknown,generation-v,Medium Slow,Ground,Unknown,87.5,12.5,291,Illusion Fox Pokémon
minccino,Minccino,572,5,6,255,70,15,0,0,0,Gray,Quadruped,Unknown,generation-v,Fast,Ground,Unknown,25.0,75.0,292,Chinchilla Pokémon
cinccino,Cinccino,573,5,6,60,70,15,0,0,0,Gray,Quadruped,Unknown,generation-v,Fast,Ground,Unknown,25.0,75.0,292,Scarf Pokémon
gothita,Gothita,574,5,6,200,70,20,0,0,0,Purple,Humanoid,Unknown,generation-v,Medium Slow,Humanshape,Unknown,25.0,75.0,293,Fixation Pokémon
gothorita,Gothorita,575,5,6,100,70,20,0,0,0,Purple,Humanoid,Unknown,generation-v,Medium Slow,Humanshape,Unknown,25.0,75.0,293,Manipulate Pokémon
gothitelle,Gothitelle,576,5,6,50,70,20,0,0,0,Purple,Humanoid,Unknown,generation-v,Medium Slow,Humanshape,Unknown,25.0,75.0,293,Astral Body Pokémon
solosis,Solosis,577,5,4,200,70,20,0,0,0,Green,Ball,Unknown,generation-v,Medium Slow,Indeterminate,Unknown,50.0,50.0,294,Cell Pokémon
duosion,Duosion,578,5,4,100,70,20,0,0,0,Green,Ball,Unknown,generation-v,Medium Slow,Indeterminate,Unknown,50.0,50.0,294,Mitosis Pokémon
reuniclus,Reuniclus,579,5,4,50,70,20,0,0,0,Green,Arms,Unknown,generation-v,Medium Slow,Indeterminate,Unknown,50.0,50.0,294,Multiplying Pokémon
ducklett,Ducklett,580,5,4,190,70,20,0,0,0,Blue,Wings,Unknown,generation-v,Medium,Water1,Flying,50.0,50.0,295,Water Bird Pokémon
swanna,Swanna,581,5,4,45,70,20,0,0,0,White,Wings,Unknown,generation-v,Medium,Water1,Flying,50.0,50.0,295,White Bird Pokémon
vanillite,Vanillite,582,5,4,255,70,20,0,0,0,White,Blob,Unknown,generation-v,Slow,Mineral,Unknown,50.0,50.0,296,Fresh Snow Pokémon
vanillish,Vanillish,583,5,4,120,70,20,0,0,0,White,Blob,Unknown,generation-v,Slow,Mineral,Unknown,50.0,50.0,296,Icy Snow Pokémon
vanilluxe,Vanilluxe,584,5,4,45,70,20,0,0,0,White,Heads,Unknown,generation-v,Slow,Mineral,Unknown,50.0,50.0,296,Snowstorm Pokémon
deerling,Deerling,585,5,4,190,70,20,0,0,0,Pink,Quadruped,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,297,Season Pokémon
sawsbuck,Sawsbuck,586,5,4,75,70,20,0,0,0,Brown,Quadruped,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,297,Season Pokémon
emolga,Emolga,587,5,4,200,70,20,0,0,0,White,Quadruped,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,298,Sky Squirrel Pokémon
karrablast,Karrablast,588,5,4,200,70,15,0,0,0,Blue,Humanoid,Unknown,generation-v,Medium,Bug,Unknown,50.0,50.0,299,Clamping Pokémon
escavalier,Escavalier,589,5,4,75,70,15,0,0,0,Gray,Arms,Unknown,generation-v,Medium,Bug,Unknown,50.0,50.0,299,Cavalry Pokémon
foongus,Foongus,590,5,4,190,70,20,0,0,0,White,Arms,Unknown,generation-v,Medium,Plant,Unknown,50.0,50.0,300,Mushroom Pokémon
amoonguss,Amoonguss,591,5,4,75,70,20,0,0,0,White,Arms,Unknown,generation-v,Medium,Plant,Unknown,50.0,50.0,300,Mushroom Pokémon
frillish,Frillish,592,5,4,190,70,20,0,0,0,White,Tentacles,Unknown,generation-v,Medium,Indeterminate,Unknown,50.0,50.0,301,Floating Pokémon
jellicent,Jellicent,593,5,4,60,70,20,0,0,0,White,Tentacles,Unknown,generation-v,Medium,Indeterminate,Unknown,50.0,50.0,301,Floating Pokémon
alomomola,Alomomola,594,5,4,75,70,40,0,0,0,Pink,Fish,Unknown,generation-v,Fast,Water1,Water2,50.0,50.0,302,Caring Pokémon
joltik,Joltik,595,5,4,190,70,20,0,0,0,Yellow,Armor,Unknown,generation-v,Medium,Bug,Unknown,50.0,50.0,303,Attaching Pokémon
galvantula,Galvantula,596,5,4,75,70,20,0,0,0,Yellow,Armor,Unknown,generation-v,Medium,Bug,Unknown,50.0,50.0,303,EleSpider Pokémon
ferroseed,Ferroseed,597,5,4,255,70,20,0,0,0,Gray,Ball,Unknown,generation-v,Medium,Plant,Mineral,50.0,50.0,304,Thorn Seed Pokémon
ferrothorn,Ferrothorn,598,5,4,90,70,20,0,0,0,Gray,Tentacles,Unknown,generation-v,Medium,Plant,Mineral,50.0,50.0,304,Thorn Pod Pokémon
klink,Klink,599,5,-1,130,70,20,0,0,0,Gray,Heads,Unknown,generation-v,Medium Slow,Mineral,Unknown,,,305,Gear Pokémon
klang,Klang,600,5,-1,60,70,20,0,0,0,Gray,Heads,Unknown,generation-v,Medium Slow,Mineral,Unknown,,,305,Gear Pokémon
klinklang,Klinklang,601,5,-1,30,70,20,0,0,0,Gray,Heads,Unknown,generation-v,Medium Slow,Mineral,Unknown,,,305,Gear Pokémon
tynamo,Tynamo,602,5,4,190,70,20,0,0,0,White,Fish,Unknown,generation-v,Slow,Indeterminate,Unknown,50.0,50.0,306,EleFish Pokémon
eelektrik,Eelektrik,603,5,4,60,70,20,0,0,0,Blue,Fish,Unknown,generation-v,Slow,Indeterminate,Unknown,50.0,50.0,306,EleFish Pokémon
eelektross,Eelektross,604,5,4,30,70,20,0,0,0,Blue,Fish,Unknown,generation-v,Slow,Indeterminate,Unknown,50.0,50.0,306,EleFish Pokémon
elgyem,Elgyem,605,5,4,255,70,20,0,0,0,Blue,Upright,Unknown,generation-v,Medium,Humanshape,Unknown,50.0,50.0,307,Cerebral Pokémon
beheeyem,Beheeyem,606,5,4,90,70,20,0,0,0,Brown,Humanoid,Unknown,generation-v,Medium,Humanshape,Unknown,50.0,50.0,307,Cerebral Pokémon
litwick,Litwick,607,5,4,190,70,20,0,0,0,White,Blob,Unknown,generation-v,Medium Slow,Indeterminate,Unknown,50.0,50.0,308,Candle Pokémon
lampent,Lampent,608,5,4,90,70,20,0,0,0,Black,Arms,Unknown,generation-v,Medium Slow,Indeterminate,Unknown,50.0,50.0,308,Lamp Pokémon
chandelure,Chandelure,609,5,4,45,70,20,0,0,0,Black,Arms,Unknown,generation-v,Medium Slow,Indeterminate,Unknown,50.0,50.0,308,Luring Pokémon
axew,Axew,610,5,4,75,35,40,0,0,0,Green,Upright,Unknown,generation-v,Slow,Monster,Dragon,50.0,50.0,309,Tusk Pokémon
fraxure,Fraxure,611,5,4,60,35,40,0,0,0,Green,Upright,Unknown,generation-v,Slow,Monster,Dragon,50.0,50.0,309,Axe Jaw Pokémon
haxorus,Haxorus,612,5,4,45,35,40,0,0,0,Yellow,Upright,Unknown,generation-v,Slow,Monster,Dragon,50.0,50.0,309,Axe Jaw Pokémon
cubchoo,Cubchoo,613,5,4,120,70,20,0,0,0,White,Upright,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,310,Chill Pokémon
beartic,Beartic,614,5,4,60,70,20,0,0,0,White,Quadruped,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,310,Freezing Pokémon
cryogonal,Cryogonal,615,5,-1,25,70,25,0,0,0,Blue,Ball,Unknown,generation-v,Medium,Mineral,Unknown,,,311,Crystallizing Pokémon
shelmet,Shelmet,616,5,4,200,70,15,0,0,0,Red,Ball,Unknown,generation-v,Medium,Bug,Unknown,50.0,50.0,312,Snail Pokémon
accelgor,Accelgor,617,5,4,75,70,15,0,0,0,Red,Arms,Unknown,generation-v,Medium,Bug,Unknown,50.0,50.0,312,Shell Out Pokémon
stunfisk,Stunfisk,618,5,4,75,70,20,0,0,0,Brown,Fish,Unknown,generation-v,Medium,Water1,Indeterminate,50.0,50.0,313,Trap Pokémon
mienfoo,Mienfoo,619,5,4,180,70,25,0,0,0,Yellow,Upright,Unknown,generation-v,Medium Slow,Ground,Humanshape,50.0,50.0,314,Martial Arts Pokémon
mienshao,Mienshao,620,5,4,45,70,25,0,0,0,Purple,Upright,Unknown,generation-v,Medium Slow,Ground,Humanshape,50.0,50.0,314,Martial Arts Pokémon
druddigon,Druddigon,621,5,4,45,70,30,0,0,0,Red,Upright,Unknown,generation-v,Medium,Dragon,Monster,50.0,50.0,315,Cave Pokémon
golett,Golett,622,5,-1,190,70,25,0,0,0,Green,Humanoid,Unknown,generation-v,Medium,Mineral,Unknown,,,316,Automaton Pokémon
golurk,Golurk,623,5,-1,90,70,25,0,0,0,Green,Humanoid,Unknown,generation-v,Medium,Mineral,Unknown,,,316,Automaton Pokémon
pawniard,Pawniard,624,5,4,120,35,20,0,0,0,Red,Humanoid,Unknown,generation-v,Medium,Humanshape,Unknown,50.0,50.0,317,Sharp Blade Pokémon
bisharp,Bisharp,625,5,4,45,35,20,0,0,0,Red,Humanoid,Unknown,generation-v,Medium,Humanshape,Unknown,50.0,50.0,317,Sword Blade Pokémon
bouffalant,Bouffalant,626,5,4,45,70,20,0,0,0,Brown,Quadruped,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,318,Bash Buffalo Pokémon
rufflet,Rufflet,627,5,0,190,70,20,0,0,0,White,Wings,Unknown,generation-v,Slow,Flying,Unknown,100.0,0.0,319,Eaglet Pokémon
braviary,Braviary,628,5,0,60,70,20,0,0,0,Red,Wings,Unknown,generation-v,Slow,Flying,Unknown,100.0,0.0,319,Valiant Pokémon
vullaby,Vullaby,629,5,8,190,35,20,0,0,0,Brown,Wings,Unknown,generation-v,Slow,Flying,Unknown,0.0,100.0,320,Diapered Pokémon
mandibuzz,Mandibuzz,630,5,8,60,35,20,0,0,0,Brown,Wings,Unknown,generation-v,Slow,Flying,Unknown,0.0,100.0,320,Bone Vulture Pokémon
heatmor,Heatmor,631,5,4,90,70,20,0,0,0,Red,Upright,Unknown,generation-v,Medium,Ground,Unknown,50.0,50.0,321,Anteater Pokémon
durant,Durant,632,5,4,90,70,20,0,0,0,Gray,Armor,Unknown,generation-v,Medium,Bug,Unknown,50.0,50.0,322,Iron Ant Pokémon
deino,Deino,633,5,4,45,35,40,0,0,0,Blue,Quadruped,Unknown,generation-v,Slow,Dragon,Unknown,50.0,50.0,323,Irate Pokémon
zweilous,Zweilous,634,5,4,45,35,40,0,0,0,Blue,Quadruped,Unknown,generation-v,Slow,Dragon,Unknown,50.0,50.0,323,Hostile Pokémon
hydreigon,Hydreigon,635,5,4,45,35,40,0,0,0,Blue,Upright,Unknown,generation-v,Slow,Dragon,Unknown,50.0,50.0,323,Brutal Pokémon
larvesta,Larvesta,636,5,4,45,70,40,0,0,0,White,Armor,Unknown,generation-v,Slow,Bug,Unknown,50.0,50.0,324,Torch Pokémon
volcarona,Volcarona,637,5,4,15,70,40,0,0,0,White,Bug Wings,Unknown,generation-v,Slow,Bug,Unknown,50.0,50.0,324,Sun Pokémon
cobalion,Cobalion,638,5,-1,3,35,80,0,1,0,Blue,Quadruped,Unknown,generation-v,Slow,No Eggs,Unknown,,,325,Iron Will Pokémon
terrakion,Terrakion,639,5,-1,3,35,80,0,1,0,Gray,Quadruped,Unknown,generation-v,Slow,No Eggs,Unknown,,,326,Cavern Pokémon
virizion,Virizion,640,5,-1,3,35,80,0,1,0,Green,Quadruped,Unknown,generation-v,Slow,No Eggs,Unknown,,,327,Grassland Pokémon
tornadus,Tornadus,641,5,0,3,90,120,0,1,0,Green,Arms,Unknown,generation-v,Slow,No Eggs,Unknown,100.0,0.0,328,Cyclone Pokémon
thundurus,Thundurus,642,5,0,3,90,120,0,1,0,Blue,Arms,Unknown,generation-v,Slow,No Eggs,Unknown,100.0,0.0,329,Bolt Strike Pokémon
reshiram,Reshiram,643,5,-1,3,0,120,0,1,0,White,Wings,Unknown,generation-v,Slow,No Eggs,Unknown,,,330,Vast White Pokémon
zekrom,Zekrom,644,5,-1,3,0,120,0,1,0,Black,Upright,Unknown,generation-v,Slow,No Eggs,Unknown,,,331,Deep Black Pokémon
landorus,Landorus,645,5,0,3,90,120,0,1,0,Brown,Arms,Unknown,generation-v,Slow,No Eggs,Unknown,100.0,0.0,332,Abundance Pokémon
kyurem,Kyurem,646,5,-1,3,0,120,0,1,0,Gray,Upright,Unknown,generation-v,Slow,No Eggs,Unknown,,,333,Boundary Pokémon
keldeo,Keldeo,647,5,-1,3,35,80,0,0,1,Yellow,Quadruped,Unknown,generation-v,Slow,No Eggs,Unknown,,,334,Colt Pokémon
meloetta,Meloetta,648,5,-1,3,100,120,0,0,1,White,Humanoid,Unknown,generation-v,Slow,No Eggs,Unknown,,,335,Melody Pokémon
genesect,Genesect,649,5,-1,3,0,120,0,0,1,Purple,Humanoid,Unknown,generation-v,Slow,No Eggs,Unknown,,,336,Paleozoic Pokémon
chespin,Chespin,650,6,1,45,70,20,0,0,0,Green,Upright,Unknown,generation-vi,Medium Slow,Ground,Unknown,87.5,12.5,337,Spiny Nut Pokémon
quilladin,Quilladin,651,6,1,45,70,20,0,0,0,Green,Upright,Unknown,generation-vi,Medium Slow,Ground,Unknown,87.5,12.5,337,Spiny Armor Pokémon
chesnaught,Chesnaught,652,6,1,45,70,20,0,0,0,Green,Upright,Unknown,generation-vi,Medium Slow,Ground,Unknown,87.5,12.5,337,Spiny Armor Pokémon
fennekin,Fennekin,653,6,1,45,70,20,0,0,0,Red,Quadruped,Unknown,generation-vi,Medium Slow,Ground,Unknown,87.5,12.5,338,Fox Pokémon
braixen,Braixen,654,6,1,45,70,20,0,0,0,Red,Upright,Unknown,generation-vi,Medium Slow,Ground,Unknown,87.5,12.5,338,Fox Pokémon
delphox,Delphox,655,6,1,45,70,20,0,0,0,Red,Upright,Unknown,generation-vi,Medium Slow,Ground,Unknown,87.5,12.5,338,Fox Pokémon
froakie,Froakie,656,6,1,45,70,20,0,0,0,Blue,Quadruped,Unknown,generation-vi,Medium Slow,Water1,Unknown,87.5,12.5,339,Bubble Frog Pokémon
frogadier,Frogadier,657,6,1,45,70,20,0,0,0,Blue,Humanoid,Unknown,generation-vi,Medium Slow,Water1,Unknown,87.5,12.5,339,Bubble Frog Pokémon
greninja,Greninja,658,6,1,45,70,20,0,0,0,Blue,Humanoid,Unknown,generation-vi,Medium Slow,Water1,Unknown,87.5,12.5,339,Ninja Pokémon
bunnelby,Bunnelby,659,6,4,255,70,15,0,0,0,Brown,Upright,Unknown,generation-vi,Medium,Ground,Unknown,50.0,50.0,340,Digging Pokémon
diggersby,Diggersby,660,6,4,127,70,15,0,0,0,Brown,Upright,Unknown,generation-vi,Medium,Ground,Unknown,50.0,50.0,340,Digging Pokémon
fletchling,Fletchling,661,6,4,255,70,15,0,0,0,Red,Wings,Unknown,generation-vi,Medium Slow,Flying,Unknown,50.0,50.0,341,Tiny Robin Pokémon
fletchinder,Fletchinder,662,6,4,120,70,15,0,0,0,Red,Wings,Unknown,generation-vi,Medium Slow,Flying,Unknown,50.0,50.0,341,Ember Pokémon
talonflame,Talonflame,663,6,4,45,70,15,0,0,0,Red,Wings,Unknown,generation-vi,Medium Slow,Flying,Unknown,50.0,50.0,341,Scorching Pokémon
scatterbug,Scatterbug,664,6,4,255,70,15,0,0,0,Black,Armor,Unknown,generation-vi,Medium,Bug,Unknown,50.0,50.0,342,Scatterdust Pokémon
spewpa,Spewpa,665,6,4,120,70,15,0,0,0,Black,Blob,Unknown,generation-vi,Medium,Bug,Unknown,50.0,50.0,342,Scatterdust Pokémon
vivillon,Vivillon,666,6,4,45,70,15,0,0,0,White,Bug Wings,Unknown,generation-vi,Medium,Bug,Unknown,50.0,50.0,342,Scale Pokémon
litleo,Litleo,667,6,7,220,70,20,0,0,0,Brown,Quadruped,Unknown,generation-vi,Medium Slow,Ground,Unknown,12.5,87.5,343,Lion Cub Pokémon
pyroar,Pyroar,668,6,7,65,70,20,0,0,0,Brown,Quadruped,Unknown,generation-vi,Medium Slow,Ground,Unknown,12.5,87.5,343,Royal Pokémon
flabebe,Flabébé,669,6,8,225,70,20,0,0,0,White,Arms,Unknown,generation-vi,Medium,Fairy,Unknown,0.0,100.0,344,Single Bloom Pokémon
floette,Floette,670,6,8,120,70,20,0,0,0,White,Arms,Unknown,generation-vi,Medium,Fairy,Unknown,0.0,100.0,344,Single Bloom Pokémon
florges,Florges,671,6,8,45,70,20,0,0,0,White,Arms,Unknown,generation-vi,Medium,Fairy,Unknown,0.0,100.0,344,Garden Pokémon
