canonical_slug,pokemon_id,species_slug,display_name,form_display_name,is_default,is_mega,is_battle_only,form_order,region_tag,form_group
salamence-mega,10089,salamence,Salamence maleega,Mega,0,1,0,495,None,Mega
beedrill-mega,10090,beedrill,Beedrill maleega,Mega,0,1,0,20,None,Mega
rattata-alola,10091,rattata,Rattata Alola,Alola,0,0,0,26,Alola,Standard
raticate-alola,10092,raticate,Raticate Alola,Alola,0,0,0,28,Alola,Standard
raticate-totem-alola,10093,raticate,Raticate Totem Alola,Totem Alola,0,0,1,29,Alola,Battle-Only
pikachu-original-cap,10094,pikachu,Pikachu Original Cap,Original Cap,0,0,0,42,None,Origin
pikachu-hoenn-cap,10095,pikachu,Pikachu Hoenn Cap,Hoenn Cap,0,0,0,43,None,Standard
pikachu-sinnoh-cap,10096,pikachu,Pikachu Sinnoh Cap,Sinnoh Cap,0,0,0,44,None,Standard
pikachu-unova-cap,10097,pikachu,Pikachu Unova Cap,Unova Cap,0,0,0,45,None,Standard
pikachu-kalos-cap,10098,pikachu,Pikachu Kalos Cap,Kalos Cap,0,0,0,46,None,Standard
pikachu-alola-cap,10099,pikachu,Pikachu Alola Cap,Alola Cap,0,0,0,47,Alola,Standard
raichu-alola,10100,raichu,Raichu Alola,Alola,0,0,0,52,Alola,Standard
sandshrew-alola,10101,sandshrew,Sandshrew Alola,Alola,0,0,0,54,Alola,Standard
sandslash-alola,10102,sandslash,Sandslash Alola,Alola,0,0,0,56,Alola,Standard
vulpix-alola,10103,vulpix,Vulpix Alola,Alola,0,0,0,67,Alola,Standard
ninetales-alola,10104,ninetales,Ninetales Alola,Alola,0,0,0,69,Alola,Standard
diglett-alola,10105,diglett,Diglett Alola,Alola,0,0,0,85,Alola,Standard
dugtrio-alola,10106,dugtrio,Dugtrio Alola,Alola,0,0,0,87,Alola,Standard
meowth-alola,10107,meowth,Meowth Alola,Alola,0,0,0,89,Alola,Standard
persian-alola,10108,persian,Persian Alola,Alola,0,0,0,92,Alola,Standard
geodude-alola,10109,geodude,Geodude Alola,Alola,0,0,0,116,Alola,Standard
graveler-alola,10110,graveler,Graveler Alola,Alola,0,0,0,118,Alola,Standard
golem-alola,10111,golem,Golem Alola,Alola,0,0,0,120,Alola,Standard
grimer-alola,10112,grimer,Grimer Alola,Alola,0,0,0,142,Alola,Standard
muk-alola,10113,muk,Muk Alola,Alola,0,0,0,144,Alola,Standard
exeggutor-alola,10114,exeggutor,Exeggutor Alola,Alola,0,0,0,162,Alola,Standard
marowak-alola,10115,marowak,Marowak Alola,Alola,0,0,0,165,Alola,Standard
greninja-battle-bond,10116,greninja,Greninja Battle Bond,Battle Bond,0,0,0,789,None,Standard
greninja-ash,10117,greninja,Greninja Ash,Ash,0,0,0,790,None,Standard
zygarde-10-power-construct,10118,zygarde,Zygarde 10 Power Construct,10 Power Construct,0,0,0,860,None,Standard
zygarde-50-power-construct,10119,zygarde,Zygarde 50 Power Construct,50 Power Construct,0,0,0,861,None,Standard
zygarde-complete,10120,zygarde,Zygarde Complete,Complete,0,0,0,862,None,Standard
gumshoos-totem,10121,gumshoos,Gumshoos Totem,Totem,0,0,1,882,None,Battle-Only
vikavolt-totem,10122,vikavolt,Vikavolt Totem,Totem,0,0,1,886,None,Battle-Only
oricorio-pom-pom,10123,oricorio,Oricorio Pom Pom,Pom Pom,0,0,0,890,None,Standard
oricorio-pau,10124,oricorio,Oricorio Pau,Pau,0,0,0,891,None,Standard
oricorio-sensu,10125,oricorio,Oricorio Sensu,Sensu,0,0,0,892,None,Standard
lycanroc-midnight,10126,lycanroc,Lycanroc maleidnight,Midnight,0,0,0,899,None,Midnight
wishiwashi-school,10127,wishiwashi,Wishiwashi School,School,0,0,1,902,None,Battle-Only
lurantis-totem,10128,lurantis,Lurantis Totem,Totem,0,0,1,912,None,Battle-Only
salazzle-totem,10129,salazzle,Salazzle Totem,Totem,0,0,1,917,None,Battle-Only
minior-orange-meteor,10130,minior,Minior Orange maleeteor,Orange maleeteor,0,0,0,934,None,Standard
minior-yellow-meteor,10131,minior,Minior Yellow maleeteor,Yellow maleeteor,0,0,0,935,None,Standard
minior-green-meteor,10132,minior,Minior Green maleeteor,Green maleeteor,0,0,0,936,None,Standard
minior-blue-meteor,10133,minior,Minior Blue maleeteor,Blue maleeteor,0,0,0,937,None,Standard
minior-indigo-meteor,10134,minior,Minior Indigo maleeteor,Indigo maleeteor,0,0,0,938,None,Standard
minior-violet-meteor,10135,minior,Minior Violet maleeteor,Violet maleeteor,0,0,0,939,None,Standard
minior-red,10136,minior,Minior Red,Red,0,0,0,940,None,Standard
minior-orange,10137,minior,Minior Orange,Orange,0,0,0,941,None,Standard
minior-yellow,10138,minior,Minior Yellow,Yellow,0,0,0,942,None,Standard
minior-green,10139,minior,Minior Green,Green,0,0,0,943,None,Standard
minior-blue,10140,minior,Minior Blue,Blue,0,0,0,944,None,Standard
minior-indigo,10141,minior,Minior Indigo,Indigo,0,0,0,945,None,Standard
minior-violet,10142,minior,Minior Violet,Violet,0,0,0,946,None,Standard
mimikyu-busted,10143,mimikyu,Mimikyu Busted,Busted,0,0,1,952,None,Battle-Only
mimikyu-totem-disguised,10144,mimikyu,Mimikyu Totem Disguised,Totem Disguised,0,0,1,953,None,Battle-Only
mimikyu-totem-busted,10145,mimikyu,Mimikyu Totem Busted,Totem Busted,0,0,1,954,None,Battle-Only
kommo-o-totem,10146,kommo-o,Kommo O Totem,Totem,0,0,1,961,None,Battle-Only
magearna-original,10147,magearna,Magearna Original,Original,0,0,0,982,None,Origin
pikachu-partner-cap,10148,pikachu,Pikachu Partner Cap,Partner Cap,0,0,0,48,None,Standard
marowak-totem,10149,marowak,Marowak Totem,Totem,0,0,1,166,None,Battle-Only
ribombee-totem,10150,ribombee,Ribombee Totem,Totem,0,0,1,895,None,Battle-Only
rockruff-own-tempo,10151,rockruff,Rockruff Own Tempo,Own Tempo,0,0,0,897,None,Standard
lycanroc-dusk,10152,lycanroc,Lycanroc Dusk,Dusk,0,0,0,900,None,Dusk
araquanid-totem,10153,araquanid,Araquanid Totem,Totem,0,0,1,909,None,Battle-Only
togedemaru-totem,10154,togedemaru,Togedemaru Totem,Totem,0,0,1,950,None,Battle-Only
necrozma-dusk,10155,necrozma,Necrozma Dusk,Dusk,0,0,0,978,None,Dusk
necrozma-dawn,10156,necrozma,Necrozma Dawn,Dawn,0,0,0,979,None,Dawn
necrozma-ultra,10157,necrozma,Necrozma Ultra,Ultra,0,0,0,980,None,Standard
pikachu-starter,10158,pikachu,Pikachu Starter,Starter,0,0,0,49,None,Standard
eevee-starter,10159,eevee,Eevee Starter,Starter,0,0,0,216,None,Standard
pikachu-world-cap,10160,pikachu,Pikachu World Cap,World Cap,0,0,0,50,None,Standard
meowth-galar,10161,meowth,Meowth Galar,Galar,0,0,0,90,Galar,Standard
ponyta-galar,10162,ponyta,Ponyta Galar,Galar,0,0,0,122,Galar,Standard
rapidash-galar,10163,rapidash,Rapidash Galar,Galar,0,0,0,124,Galar,Standard
slowpoke-galar,10164,slowpoke,Slowpoke Galar,Galar,0,0,0,126,Galar,Standard
slowbro-galar,10165,slowbro,Slowbro Galar,Galar,0,0,0,129,Galar,Standard
farfetchd-galar,10166,farfetchd,Farfetchd Galar,Galar,0,0,0,136,Galar,Standard
weezing-galar,10167,weezing,Weezing Galar,Galar,0,0,0,175,Galar,Standard
mr-mime-galar,10168,mr-mime,Mr maleime Galar,Galar,0,0,0,195,Galar,Standard
articuno-galar,10169,articuno,Articuno Galar,Galar,0,0,0,237,Galar,Standard
zapdos-galar,10170,zapdos,Zapdos Galar,Galar,0,0,0,239,Galar,Standard
moltres-galar,10171,moltres,Moltres Galar,Galar,0,0,0,241,Galar,Standard
slowking-galar,10172,slowking,Slowking Galar,Galar,0,0,0,131,Galar,Standard
corsola-galar,10173,corsola,Corsola Galar,Galar,0,0,0,322,Galar,Standard
zigzagoon-galar,10174,zigzagoon,Zigzagoon Galar,Galar,0,0,0,362,Galar,Standard
linoone-galar,10175,linoone,Linoone Galar,Galar,0,0,0,364,Galar,Standard
darumaka-galar,10176,darumaka,Darumaka Galar,Galar,0,0,0,672,Galar,Standard
darmanitan-galar-standard,10177,darmanitan,Darmanitan Galar Standard,Galar Standard,0,0,0,675,Galar,Standard
darmanitan-galar-zen,10178,darmanitan,Darmanitan Galar Zen,Galar Zen,0,0,0,676,Galar,Standard
yamask-galar,10179,yamask,Yamask Galar,Galar,0,0,0,684,Galar,Standard
stunfisk-galar,10180,stunfisk,Stunfisk Galar,Galar,0,0,0,741,Galar,Standard
zygarde-10,10181,zygarde,Zygarde 10,10,0,0,0,859,None,Standard
cramorant-gulping,10182,cramorant,Cramorant Gulping,Gulping,0,0,1,1027,None,Battle-Only
cramorant-gorging,10183,cramorant,Cramorant Gorging,Gorging,0,0,1,1028,None,Battle-Only
toxtricity-low-key,10184,toxtricity,Toxtricity Low Key,Low Key,0,0,0,1033,None,Standard
eiscue-noice,10185,eiscue,Eiscue Noice,Noice,0,0,0,1060,None,Standard
indeedee-female,10186,indeedee,Indeedee femaleemale,Female,0,0,0,1062,None,Standard
morpeko-hangry,10187,morpeko,Morpeko Hangry,Hangry,0,0,1,1064,None,Battle-Only
zacian-crowned,10188,zacian,Zacian Crowned,Crowned,0,0,0,1076,None,Crowned
zamazenta-crowned,10189,zamazenta,Zamazenta Crowned,Crowned,0,0,0,1078,None,Crowned
eternatus-eternamax,10190,eternatus,Eternatus Eternamax,Eternamax,0,0,1,1080,None,Battle-Only
urshifu-rapid-strike,10191,urshifu,Urshifu Rapid Strike,Rapid Strike,0,0,0,1083,None,Standard
zarude-dada,10192,zarude,Zarude Dada,Dada,0,0,0,1085,None,Standard
calyrex-ice,10193,calyrex,Calyrex Ice,Ice,0,0,0,1091,None,Standard
calyrex-shadow,10194,calyrex,Calyrex Shadow,Shadow,0,0,0,1092,None,Standard
venusaur-gmax,10195,venusaur,Venusaur Gmax,Gmax,0,0,0,-1,None,Gigantamax
charizard-gmax,10196,charizard,Charizard Gmax,Gmax,0,0,0,-1,None,Gigantamax
blastoise-gmax,10197,blastoise,Blastoise Gmax,Gmax,0,0,0,-1,None,Gigantamax
butterfree-gmax,10198,butterfree,Butterfree Gmax,Gmax,0,0,0,-1,None,Gigantamax
pikachu-gmax,10199,pikachu,Pikachu Gmax,Gmax,0,0,0,-1,None,Gigantamax
meowth-gmax,10200,meowth,Meowth Gmax,Gmax,0,0,0,-1,None,Gigantamax
machamp-gmax,10201,machamp,Machamp Gmax,Gmax,0,0,0,-1,None,Gigantamax
gengar-gmax,10202,gengar,Gengar Gmax,Gmax,0,0,0,-1,None,Gigantamax
kingler-gmax,10203,kingler,Kingler Gmax,Gmax,0,0,0,-1,None,Gigantamax
lapras-gmax,10204,lapras,Lapras Gmax,Gmax,0,0,0,-1,None,Gigantamax
eevee-gmax,10205,eevee,Eevee Gmax,Gmax,0,0,0,-1,None,Gigantamax
snorlax-gmax,10206,snorlax,Snorlax Gmax,Gmax,0,0,0,-1,None,Gigantamax
garbodor-gmax,10207,garbodor,Garbodor Gmax,Gmax,0,0,0,-1,None,Gigantamax
melmetal-gmax,10208,melmetal,Melmetal Gmax,Gmax,0,0,0,-1,None,Gigantamax
rillaboom-gmax,10209,rillaboom,Rillaboom Gmax,Gmax,0,0,0,-1,None,Gigantamax
cinderace-gmax,10210,cinderace,Cinderace Gmax,Gmax,0,0,0,-1,None,Gigantamax
inteleon-gmax,10211,inteleon,Inteleon Gmax,Gmax,0,0,0,-1,None,Gigantamax
corviknight-gmax,10212,corviknight,Corviknight Gmax,Gmax,0,0,0,-1,None,Gigantamax
orbeetle-gmax,10213,orbeetle,Orbeetle Gmax,Gmax,0,0,0,-1,None,Gigantamax
drednaw-gmax,10214,drednaw,Drednaw Gmax,Gmax,0,0,0,-1,None,Gigantamax
coalossal-gmax,10215,coalossal,Coalossal Gmax,Gmax,0,0,0,-1,None,Gigantamax
flapple-gmax,10216,flapple,Flapple Gmax,Gmax,0,0,0,-1,None,Gigantamax
appletun-gmax,10217,appletun,Appletun Gmax,Gmax,0,0,0,-1,None,Gigantamax
sandaconda-gmax,10218,sandaconda,Sandaconda Gmax,Gmax,0,0,0,-1,None,Gigantamax
toxtricity-amped-gmax,10219,toxtricity,Toxtricity Amped Gmax,Amped Gmax,0,0,0,-1,None,Gigantamax
centiskorch-gmax,10220,centiskorch,Centiskorch Gmax,Gmax,0,0,0,-1,None,Gigantamax
hatterene-gmax,10221,hatterene,Hatterene Gmax,Gmax,0,0,0,-1,None,Gigantamax
grimmsnarl-gmax,10222,grimmsnarl,Grimmsnarl Gmax,Gmax,0,0,0,-1,None,Gigantamax
alcremie-gmax,10223,alcremie,Alcremie Gmax,Gmax,0,0,0,-1,None,Gigantamax
copperajah-gmax,10224,copperajah,Copperajah Gmax,Gmax,0,0,0,-1,None,Gigantamax
duraludon-gmax,10225,duraludon,Duraludon Gmax,Gmax,0,0,0,-1,None,Gigantamax
urshifu-single-strike-gmax,10226,urshifu,Urshifu Single Strike Gmax,Single Strike Gmax,0,0,0,-1,None,Gigantamax
urshifu-rapid-strike-gmax,10227,urshifu,Urshifu Rapid Strike Gmax,Rapid Strike Gmax,0,0,0,-1,None,Gigantamax
toxtricity-low-key-gmax,10228,toxtricity,Toxtricity Low Key Gmax,Low Key Gmax,0,0,0,-1,None,Gigantamax
growlithe-hisui,10229,growlithe,Growlithe Hisui,Hisui,0,0,0,-1,Hisui,Standard
arcanine-hisui,10230,arcanine,Arcanine Hisui,Hisui,0,0,0,-1,Hisui,Standard
voltorb-hisui,10231,voltorb,Voltorb Hisui,Hisui,0,0,0,-1,Hisui,Standard
electrode-hisui,10232,electrode,Electrode Hisui,Hisui,0,0,0,-1,Hisui,Standard
typhlosion-hisui,10233,typhlosion,Typhlosion Hisui,Hisui,0,0,0,-1,Hisui,Standard
qwilfish-hisui,10234,qwilfish,Qwilfish Hisui,Hisui,0,0,0,-1,Hisui,Standard
sneasel-hisui,10235,sneasel,Sneasel Hisui,Hisui,0,0,0,-1,Hisui,Standard
samurott-hisui,10236,samurott,Samurott Hisui,Hisui,0,0,0,-1,Hisui,Standard
lilligant-hisui,10237,lilligant,Lilligant Hisui,Hisui,0,0,0,-1,Hisui,Standard
zorua-hisui,10238,zorua,Zorua Hisui,Hisui,0,0,0,-1,Hisui,Standard
zoroark-hisui,10239,zoroark,Zoroark Hisui,Hisui,0,0,0,-1,Hisui,Standard
braviary-hisui,10240,braviary,Braviary Hisui,Hisui,0,0,0,-1,Hisui,Standard
sliggoo-hisui,10241,sliggoo,Sliggoo Hisui,Hisui,0,0,0,-1,Hisui,Standard
goodra-hisui,10242,goodra,Goodra Hisui,Hisui,0,0,0,-1,Hisui,Standard
avalugg-hisui,10243,avalugg,Avalugg Hisui,Hisui,0,0,0,-1,Hisui,Standard
decidueye-hisui,10244,decidueye,Decidueye Hisui,Hisui,0,0,0,-1,Hisui,Standard
dialga-origin,10245,dialga,Dialga Origin,Origin,0,0,0,-1,None,Origin
palkia-origin,10246,palkia,Palkia Origin,Origin,0,0,0,-1,None,Origin
basculin-white-striped,10247,basculin,Basculin White Striped,White Striped,0,0,0,-1,None,Standard
basculegion-female,10248,basculegion,Basculegion femaleemale,Female,0,0,0,-1,None,Standard
enamorus-therian,10249,enamorus,Enamorus Therian,Therian,0,0,0,-1,None,Therian
tauros-paldea-combat-breed,10250,tauros,Tauros Paldea Combat Breed,Paldea Combat Breed,0,0,0,-1,Paldea,Standard
tauros-paldea-blaze-breed,10251,tauros,Tauros Paldea Blaze Breed,Paldea Blaze Breed,0,0,0,-1,Paldea,Standard
tauros-paldea-aqua-breed,10252,tauros,Tauros Paldea Aqua Breed,Paldea Aqua Breed,0,0,0,-1,Paldea,Standard
wooper-paldea,10253,wooper,Wooper Paldea,Paldea,0,0,0,-1,Paldea,Standard
oinkologne-female,10254,oinkologne,Oinkologne femaleemale,Female,0,0,0,-1,None,Standard
dudunsparce-three-segment,10255,dudunsparce,Dudunsparce Three Segment,Three Segment,0,0,0,-1,None,Standard
palafin-hero,10256,palafin,Palafin Hero,Hero,0,0,0,-1,None,Standard
maushold-family-of-three,10257,maushold,Maushold femaleamily Of Three,Family Of Three,0,0,0,-1,None,Standard
tatsugiri-droopy,10258,tatsugiri,Tatsugiri Droopy,Droopy,0,0,0,-1,None,Standard
tatsugiri-stretchy,10259,tatsugiri,Tatsugiri Stretchy,Stretchy,0,0,0,-1,None,Standard
squawkabilly-blue-plumage,10260,squawkabilly,Squawkabilly Blue Plumage,Blue Plumage,0,0,0,-1,None,Standard
squawkabilly-yellow-plumage,10261,squawkabilly,Squawkabilly Yellow Plumage,Yellow Plumage,0,0,0,-1,None,Standard
squawkabilly-white-plumage,10262,squawkabilly,Squawkabilly White Plumage,White Plumage,0,0,0,-1,None,Standard
gimmighoul-roaming,10263,gimmighoul,Gimmighoul Roaming,Roaming,0,0,0,-1,None,Standard
koraidon-limited-build,10264,koraidon,Koraidon Limited Build,Limited Build,0,0,0,-1,None,Standard
koraidon-sprinting-build,10265,koraidon,Koraidon Sprinting Build,Sprinting Build,0,0,0,-1,None,Standard
koraidon-swimming-build,10266,koraidon,Koraidon Swimming Build,Swimming Build,0,0,0,-1,None,Standard
koraidon-gliding-build,10267,koraidon,Koraidon Gliding Build,Gliding Build,0,0,0,-1,None,Standard
miraidon-low-power-mode,10268,miraidon,Miraidon Low Power maleode,Low Power maleode,0,0,0,-1,None,Standard
miraidon-drive-mode,10269,miraidon,Miraidon Drive maleode,Drive maleode,0,0,0,-1,None,Standard
miraidon-aquatic-mode,10270,miraidon,Miraidon Aquatic maleode,Aquatic maleode,0,0,0,-1,None,Standard
miraidon-glide-mode,10271,miraidon,Miraidon Glide maleode,Glide maleode,0,0,0,-1,None,Standard
ursaluna-bloodmoon,10272,ursaluna,Ursaluna Bloodmoon,Bloodmoon,0,0,0,-1,None,Bloodmoon
ogerpon-wellspring-mask,10273,ogerpon,Ogerpon Wellspring maleask,Wellspring maleask,0,0,0,-1,None,Wellspring
ogerpon-hearthflame-mask,10274,ogerpon,Ogerpon Hearthflame maleask,Hearthflame maleask,0,0,0,-1,None,Hearthflame
ogerpon-cornerstone-mask,10275,ogerpon,Ogerpon Cornerstone maleask,Cornerstone maleask,0,0,0,-1,None,Cornerstone
terapagos-terastal,10276,terapagos,Terapagos Terastal,Terastal,0,0,0,-1,None,Standard
terapagos-stellar,10277,terapagos,Terapagos Stellar,Stellar,0,0,0,-1,None,Standard
clefable-mega,10278,clefable,Clefable maleega,Mega,0,1,0,-1,None,Mega
victreebel-mega,10279,victreebel,Victreebel maleega,Mega,0,1,0,-1,None,Mega
starmie-mega,10280,starmie,Starmie maleega,Mega,0,1,0,-1,None,Mega
dragonite-mega,10281,dragonite,Dragonite maleega,Mega,0,1,0,-1,None,Mega
meganium-mega,10282,meganium,Meganium maleega,Mega,0,1,0,-1,None,Mega
feraligatr-mega,10283,feraligatr,Feraligatr maleega,Mega,0,1,0,-1,None,Mega
skarmory-mega,10284,skarmory,Skarmory maleega,Mega,0,1,0,-1,None,Mega
froslass-mega,10285,froslass,Froslass maleega,Mega,0,1,0,-1,None,Mega
emboar-mega,10286,emboar,Emboar maleega,Mega,0,1,0,-1,None,Mega
excadrill-mega,10287,excadrill,Excadrill maleega,Mega,0,1,0,-1,None,Mega
scolipede-mega,10288,scolipede,Scolipede maleega,Mega,0,1,0,-1,None,Mega
scrafty-mega,10289,scrafty,Scrafty maleega,Mega,0,1,0,-1,None,Mega
eelektross-mega,10290,eelektross,Eelektross maleega,Mega,0,1,0,-1,None,Mega
chandelure-mega,10291,chandelure,Chandelure maleega,Mega,0,1,0,-1,None,Mega
chesnaught-mega,10292,chesnaught,Chesnaught maleega,Mega,0,1,0,-1,None,Mega
delphox-mega,10293,delphox,Delphox maleega,Mega,0,1,0,-1,None,Mega
greninja-mega,10294,greninja,Greninja maleega,Mega,0,1,0,-1,None,Mega
pyroar-mega,10295,pyroar,Pyroar maleega,Mega,0,1,0,-1,None,Mega
floette-mega,10296,floette,Floette maleega,Mega,0,1,0,-1,None,Mega
malamar-mega,10297,malamar,Malamar maleega,Mega,0,1,0,-1,None,Mega
barbaracle-mega,10298,barbaracle,Barbaracle maleega,Mega,0,1,0,-1,None,Mega
dragalge-mega,10299,dragalge,Dragalge maleega,Mega,0,1,0,-1,None,Mega
hawlucha-mega,10300,hawlucha,Hawlucha maleega,Mega,0,1,0,-1,None,Mega
zygarde-mega,10301,zygarde,Zygarde maleega,Mega,0,1,0,-1,None,Mega
drampa-mega,10302,drampa,Drampa maleega,Mega,0,1,0,-1,None,Mega
falinks-mega,10303,falinks,Falinks maleega,Mega,0,1,0,-1,None,Mega
raichu-mega-x,10304,raichu,Raichu maleega X,Mega X,0,1,0,-1,None,Mega
raichu-mega-y,10305,raichu,Raichu maleega Y,Mega Y,0,1,0,-1,None,Mega
chimecho-mega,10306,chimecho,Chimecho maleega,Mega,0,1,0,-1,None,Mega
absol-mega-z,10307,absol,Absol maleega Z,Mega Z,0,1,0,-1,None,Mega
staraptor-mega,10308,staraptor,Staraptor maleega,Mega,0,1,0,-1,None,Mega
garchomp-mega-z,10309,garchomp,Garchomp maleega Z,Mega Z,0,1,0,-1,None,Mega
lucario-mega-z,10310,lucario,Lucario maleega Z,Mega Z,0,1,0,-1,None,Mega
heatran-mega,10311,heatran,Heatran maleega,Mega,0,1,0,-1,None,Mega
darkrai-mega,10312,darkrai,Darkrai maleega,Mega,0,1,0,-1,None,Mega
golurk-mega,10313,golurk,Golurk maleega,Mega,0,1,0,-1,None,Mega
meowstic-mega,10314,meowstic,Meowstic maleega,Mega,0,1,0,-1,None,Mega
crabominable-mega,10315,crabominable,Crabominable maleega,Mega,0,1,0,-1,None,Mega
golisopod-mega,10316,golisopod,Golisopod maleega,Mega,0,1,0,-1,None,Mega
magearna-mega,10317,magearna,Magearna maleega,Mega,0,1,0,-1,None,Mega
magearna-original-mega,10318,magearna,Magearna Original maleega,Original maleega,0,1,0,-1,None,Mega
zeraora-mega,10319,zeraora,Zeraora maleega,Mega,0,1,0,-1,None,Mega
scovillain-mega,10320,scovillain,Scovillain maleega,Mega,0,1,0,-1,None,Mega
glimmora-mega,10321,glimmora,Glimmora maleega,Mega,0,1,0,-1,None,Mega
tatsugiri-curly-mega,10322,tatsugiri,Tatsugiri Curly maleega,Curly maleega,0,1,0,-1,None,Mega
tatsugiri-droopy-mega,10323,tatsugiri,Tatsugiri Droopy maleega,Droopy maleega,0,1,0,-1,None,Mega
tatsugiri-stretchy-mega,10324,tatsugiri,Tatsugiri Stretchy maleega,Stretchy maleega,0,1,0,-1,None,Mega
baxcalibur-mega,10325,baxcalibur,Baxcalibur maleega,Mega,0,1,0,-1,None,Mega
